Date,Time,NO2(GT),PT08.S4(NO2),Temperature (C),Relative Humidity,Absolute Humidity,Datetime
2004-04-10,11:00:00,89.0,1481.0,18.0,38.4,0.7862,2004-04-10 11:00:00
2004-04-10,12:00:00,87.0,1457.0,20.6,30.0,0.7213,2004-04-10 12:00:00
2004-04-10,13:00:00,88.0,1336.0,19.9,26.7,0.6137,2004-04-10 13:00:00
2004-04-10,14:00:00,81.0,1238.0,19.8,23.1,0.5283,2004-04-10 14:00:00
2004-04-10,15:00:00,89.0,1318.0,21.4,22.7,0.5722,2004-04-10 15:00:00
2004-04-10,16:00:00,91.0,1296.0,22.1,21.3,0.5605,2004-04-10 16:00:00
2004-04-10,17:00:00,104.0,1357.0,21.1,24.5,0.604,2004-04-10 17:00:00
2004-04-10,18:00:00,111.0,1426.0,18.3,31.6,0.6562,2004-04-10 18:00:00
2004-04-10,19:00:00,129.0,1534.0,16.1,35.0,0.6372,2004-04-10 19:00:00
2004-04-10,20:00:00,133.0,1551.0,14.8,41.5,0.6929,2004-04-10 20:00:00
2004-04-10,21:00:00,115.0,1487.0,13.2,50.3,0.7577,2004-04-10 21:00:00
2004-04-10,22:00:00,125.0,1618.0,12.3,55.5,0.7916,2004-04-10 22:00:00
2004-04-10,23:00:00,117.0,1545.0,11.8,56.6,0.7833,2004-04-10 23:00:00
2004-04-11,00:00:00,84.0,1326.0,11.2,56.2,0.7469,2004-04-11 00:00:00
2004-04-11,01:00:00,63.0,1304.0,11.0,56.6,0.7418,2004-04-11 01:00:00
2004-04-11,02:00:00,68.0,1310.0,9.3,64.3,0.7531,2004-04-11 02:00:00
2004-04-11,03:00:00,80.11538461538461,1329.0,8.8,66.0,0.7501,2004-04-11 03:00:00
2004-04-11,04:00:00,52.0,1286.0,7.8,70.4,0.7463,2004-04-11 04:00:00
2004-04-11,05:00:00,49.0,1306.0,7.7,70.7,0.7463,2004-04-11 05:00:00
2004-04-11,06:00:00,49.0,1301.0,7.4,71.0,0.7346,2004-04-11 06:00:00
2004-04-11,07:00:00,52.0,1298.0,8.2,66.6,0.7283,2004-04-11 07:00:00
2004-04-11,08:00:00,58.0,1343.0,8.7,64.3,0.7267,2004-04-11 08:00:00
2004-04-11,09:00:00,51.0,1320.0,13.0,47.9,0.7116,2004-04-11 09:00:00
2004-04-11,10:00:00,77.0,1386.0,17.4,35.4,0.699,2004-04-11 10:00:00
2004-04-11,11:00:00,90.0,1412.0,20.2,29.2,0.683,2004-04-11 11:00:00
2004-04-11,12:00:00,118.0,1425.0,22.7,22.9,0.6224,2004-04-11 12:00:00
2004-04-11,13:00:00,70.0,1200.0,22.3,22.4,0.5955,2004-04-11 13:00:00
2004-04-11,14:00:00,35.0,1076.0,22.2,18.9,0.4993,2004-04-11 14:00:00
2004-04-11,15:00:00,46.0,1108.0,22.0,19.0,0.4969,2004-04-11 15:00:00
2004-04-11,16:00:00,58.0,1150.0,21.0,23.6,0.5788,2004-04-11 16:00:00
2004-04-11,17:00:00,61.0,1183.0,19.6,27.4,0.6162,2004-04-11 17:00:00
2004-04-11,18:00:00,80.0,1233.0,17.9,30.8,0.6258,2004-04-11 18:00:00
2004-04-11,19:00:00,93.0,1285.0,16.4,35.3,0.6532,2004-04-11 19:00:00
2004-04-11,20:00:00,78.0,1205.0,15.6,37.5,0.6575,2004-04-11 20:00:00
2004-04-11,21:00:00,76.0,1217.0,15.5,36.7,0.6438,2004-04-11 21:00:00
2004-04-11,22:00:00,74.0,1186.0,14.5,39.0,0.6428,2004-04-11 22:00:00
2004-04-11,23:00:00,81.0,1187.0,14.2,38.2,0.6163,2004-04-11 23:00:00
2004-04-12,00:00:00,58.0,1094.0,13.7,38.3,0.5957,2004-04-12 00:00:00
2004-04-12,01:00:00,59.0,1036.0,14.1,34.0,0.5442,2004-04-12 01:00:00
2004-04-12,02:00:00,54.0,1111.0,14.6,34.0,0.5605,2004-04-12 02:00:00
2004-04-12,03:00:00,80.11538461538461,1066.0,14.4,32.8,0.5364,2004-04-12 03:00:00
2004-04-12,04:00:00,25.0,955.0,13.9,30.9,0.4868,2004-04-12 04:00:00
2004-04-12,05:00:00,26.0,1003.0,13.5,37.9,0.5852,2004-04-12 05:00:00
2004-04-12,06:00:00,49.0,1117.0,13.9,43.6,0.6871,2004-04-12 06:00:00
2004-04-12,07:00:00,53.0,1185.0,13.5,50.1,0.7706,2004-04-12 07:00:00
2004-04-12,08:00:00,57.0,1246.0,13.3,53.6,0.8169,2004-04-12 08:00:00
2004-04-12,09:00:00,73.0,1293.0,13.4,56.0,0.8576,2004-04-12 09:00:00
2004-04-12,10:00:00,78.0,1325.0,13.0,59.6,0.886,2004-04-12 10:00:00
2004-04-12,11:00:00,93.0,1384.0,12.7,62.7,0.9173,2004-04-12 11:00:00
2004-04-12,12:00:00,71.0,1305.0,12.1,60.5,0.8505,2004-04-12 12:00:00
2004-04-12,13:00:00,56.0,1229.0,11.2,64.4,0.8537,2004-04-12 13:00:00
2004-04-12,14:00:00,60.0,1257.0,10.7,67.6,0.8703,2004-04-12 14:00:00
2004-04-12,15:00:00,77.0,1325.0,11.4,61.2,0.8236,2004-04-12 15:00:00
2004-04-12,16:00:00,82.0,1301.0,9.9,70.5,0.8581,2004-04-12 16:00:00
2004-04-12,17:00:00,77.0,1313.0,10.3,65.2,0.8151,2004-04-12 17:00:00
2004-04-12,18:00:00,91.0,1324.0,11.0,58.9,0.7714,2004-04-12 18:00:00
2004-04-12,19:00:00,93.0,1369.0,10.6,59.5,0.7595,2004-04-12 19:00:00
2004-04-12,20:00:00,82.0,1292.0,10.6,57.7,0.7362,2004-04-12 20:00:00
2004-04-12,21:00:00,74.0,1233.0,10.6,56.1,0.7149,2004-04-12 21:00:00
2004-04-12,22:00:00,68.0,1234.0,10.3,58.0,0.7239,2004-04-12 22:00:00
2004-04-12,23:00:00,65.0,1230.0,10.4,58.4,0.7352,2004-04-12 23:00:00
2004-04-13,00:00:00,58.0,1219.0,10.7,58.2,0.7459,2004-04-13 00:00:00
2004-04-13,01:00:00,36.0,1176.0,10.5,59.9,0.7624,2004-04-13 01:00:00
2004-04-13,02:00:00,29.0,1182.0,10.5,60.8,0.7704,2004-04-13 02:00:00
2004-04-13,03:00:00,80.11538461538461,1215.0,10.6,63.1,0.8068,2004-04-13 03:00:00
2004-04-13,04:00:00,28.0,1171.0,11.1,60.1,0.7925,2004-04-13 04:00:00
2004-04-13,05:00:00,68.0,1356.0,10.1,68.4,0.8443,2004-04-13 05:00:00
2004-04-13,06:00:00,99.0,1531.0,10.0,68.7,0.8456,2004-04-13 06:00:00
2004-04-13,07:00:00,130.0,2011.0,11.0,64.2,0.8398,2004-04-13 07:00:00
2004-04-13,08:00:00,128.0,2057.0,12.0,58.1,0.8138,2004-04-13 08:00:00
2004-04-13,09:00:00,120.0,1641.0,12.8,52.0,0.7643,2004-04-13 09:00:00
2004-04-13,10:00:00,93.0,1426.0,12.6,50.8,0.7387,2004-04-13 10:00:00
2004-04-13,11:00:00,96.0,1471.0,13.8,47.4,0.7435,2004-04-13 11:00:00
2004-04-13,12:00:00,84.0,1429.0,15.1,42.7,0.7294,2004-04-13 12:00:00
2004-04-13,13:00:00,87.0,1439.0,16.3,38.1,0.7006,2004-04-13 13:00:00
2004-04-13,14:00:00,87.0,1537.0,16.6,36.7,0.6867,2004-04-13 14:00:00
2004-04-13,15:00:00,103.0,1527.0,15.8,40.5,0.7241,2004-04-13 15:00:00
2004-04-13,16:00:00,88.0,1462.0,16.3,41.8,0.7712,2004-04-13 16:00:00
2004-04-13,17:00:00,118.0,1791.0,16.1,42.8,0.7783,2004-04-13 17:00:00
2004-04-13,18:00:00,134.0,2004.0,15.3,46.8,0.8074,2004-04-13 18:00:00
2004-04-13,19:00:00,144.0,1995.0,14.7,47.0,0.7815,2004-04-13 19:00:00
2004-04-13,20:00:00,129.0,1747.0,14.1,49.6,0.7931,2004-04-13 20:00:00
2004-04-13,21:00:00,108.0,1577.0,13.5,54.1,0.8351,2004-04-13 21:00:00
2004-04-13,22:00:00,104.0,1586.0,12.3,59.2,0.8461,2004-04-13 22:00:00
2004-04-13,23:00:00,90.0,1463.0,11.6,62.2,0.851,2004-04-13 23:00:00
2004-04-14,00:00:00,74.0,1379.0,11.5,61.4,0.8303,2004-04-14 00:00:00
2004-04-14,01:00:00,73.0,1364.0,10.9,64.6,0.8395,2004-04-14 01:00:00
2004-04-14,02:00:00,60.0,1307.0,11.1,63.2,0.8331,2004-04-14 02:00:00
2004-04-14,03:00:00,80.11538461538461,1285.0,10.7,64.4,0.8284,2004-04-14 03:00:00
2004-04-14,04:00:00,57.0,1275.0,10.7,63.8,0.8174,2004-04-14 04:00:00
2004-04-14,05:00:00,62.0,1346.0,10.2,65.8,0.8196,2004-04-14 05:00:00
2004-04-14,06:00:00,71.0,1535.0,10.3,65.6,0.8225,2004-04-14 06:00:00
2004-04-14,07:00:00,94.0,1921.0,10.8,64.0,0.8307,2004-04-14 07:00:00
2004-04-14,08:00:00,99.0,2278.0,13.3,55.6,0.8453,2004-04-14 08:00:00
2004-04-14,09:00:00,119.0,1906.0,15.8,46.8,0.8328,2004-04-14 09:00:00
2004-04-14,10:00:00,103.0,1662.0,19.5,34.4,0.7738,2004-04-14 10:00:00
2004-04-14,11:00:00,95.0,1518.0,21.1,30.2,0.745,2004-04-14 11:00:00
2004-04-14,12:00:00,95.0,1571.0,18.4,34.2,0.7185,2004-04-14 12:00:00
2004-04-14,13:00:00,119.31231231231232,1519.0,21.0,30.6,0.7538,2004-04-14 13:00:00
2004-04-14,14:00:00,116.46846846846847,1653.0,21.4,28.7,0.7231,2004-04-14 14:00:00
2004-04-14,15:00:00,117.19161676646706,1653.0,21.3,27.3,0.6856,2004-04-14 15:00:00
2004-04-14,16:00:00,123.31044776119403,1497.0,20.4,30.4,0.7193,2004-04-14 16:00:00
2004-04-14,17:00:00,135.8041543026706,1595.0,18.7,34.8,0.7436,2004-04-14 17:00:00
2004-04-14,18:00:00,145.91964285714286,1609.0,18.6,34.7,0.7369,2004-04-14 18:00:00
2004-04-14,19:00:00,150.0919881305638,1638.0,17.9,35.8,0.7276,2004-04-14 19:00:00
2004-04-14,20:00:00,145.1186943620178,1858.0,16.5,42.1,0.7856,2004-04-14 20:00:00
2004-04-14,21:00:00,130.91071428571428,1689.0,14.8,49.7,0.8321,2004-04-14 21:00:00
2004-04-14,22:00:00,115.0955223880597,1494.0,13.4,54.3,0.8291,2004-04-14 22:00:00
2004-04-14,23:00:00,108.07164179104478,1418.0,13.4,54.2,0.8319,2004-04-14 23:00:00
2004-04-15,00:00:00,103.32142857142857,1364.0,12.3,57.6,0.8223,2004-04-15 00:00:00
2004-04-15,01:00:00,90.50299401197604,1297.0,11.6,58.8,0.7996,2004-04-15 01:00:00
2004-04-15,02:00:00,75.4367469879518,1259.0,10.7,62.3,0.7988,2004-04-15 02:00:00
2004-04-15,03:00:00,80.11538461538461,1241.0,10.2,63.2,0.7865,2004-04-15 03:00:00
2004-04-15,04:00:00,58.62048192771084,1216.0,10.5,61.3,0.7761,2004-04-15 04:00:00
2004-04-15,05:00:00,59.612612612612615,1298.0,9.3,65.8,0.7722,2004-04-15 05:00:00
2004-04-15,06:00:00,71.74251497005989,1510.0,9.1,67.4,0.7814,2004-04-15 06:00:00
2004-04-15,07:00:00,94.70958083832335,2001.0,10.2,62.9,0.7831,2004-04-15 07:00:00
2004-04-15,08:00:00,121.26829268292683,2034.0,11.6,58.7,0.7999,2004-04-15 08:00:00
2004-04-15,09:00:00,114.0,1889.0,13.5,53.4,0.8196,2004-04-15 09:00:00
2004-04-15,10:00:00,127.0,1804.0,15.0,49.3,0.8364,2004-04-15 10:00:00
2004-04-15,11:00:00,135.0,1809.0,17.1,42.1,0.812,2004-04-15 11:00:00
2004-04-15,12:00:00,135.0,1792.0,18.4,36.9,0.7758,2004-04-15 12:00:00
2004-04-15,13:00:00,120.0,1783.0,19.3,35.4,0.7824,2004-04-15 13:00:00
2004-04-15,14:00:00,129.0,1890.0,19.2,35.7,0.7826,2004-04-15 14:00:00
2004-04-15,15:00:00,114.0,1734.0,21.5,30.4,0.7677,2004-04-15 15:00:00
2004-04-15,16:00:00,129.0,1676.0,19.6,34.6,0.7807,2004-04-15 16:00:00
2004-04-15,17:00:00,149.0,2046.0,19.6,35.5,0.8017,2004-04-15 17:00:00
2004-04-15,18:00:00,149.0,2271.0,18.3,44.1,0.9183,2004-04-15 18:00:00
2004-04-15,19:00:00,158.0,2446.0,17.4,47.8,0.9392,2004-04-15 19:00:00
2004-04-15,20:00:00,148.0,2119.0,16.8,49.8,0.9446,2004-04-15 20:00:00
2004-04-15,21:00:00,134.0,1960.0,16.2,53.2,0.9723,2004-04-15 21:00:00
2004-04-15,22:00:00,111.0,1607.0,14.9,59.1,0.9928,2004-04-15 22:00:00
2004-04-15,23:00:00,106.0,1532.0,13.9,64.0,1.013,2004-04-15 23:00:00
2004-04-16,00:00:00,108.0,1547.0,13.7,66.8,1.041,2004-04-16 00:00:00
2004-04-16,01:00:00,93.0,1566.0,13.4,69.6,1.0688,2004-04-16 01:00:00
2004-04-16,02:00:00,83.0,1532.0,12.8,71.9,1.0632,2004-04-16 02:00:00
2004-04-16,03:00:00,80.11538461538461,1387.0,12.9,68.5,1.0155,2004-04-16 03:00:00
2004-04-16,04:00:00,69.0,1420.0,11.9,74.8,1.038,2004-04-16 04:00:00
2004-04-16,05:00:00,77.0,1505.0,11.6,76.4,1.0415,2004-04-16 05:00:00
2004-04-16,06:00:00,87.0,1686.0,11.7,75.3,1.0325,2004-04-16 06:00:00
2004-04-16,07:00:00,109.0,2176.0,12.8,71.0,1.0428,2004-04-16 07:00:00
2004-04-16,08:00:00,116.0,1890.0,13.8,61.1,0.9595,2004-04-16 08:00:00
2004-04-16,09:00:00,105.0,1590.0,15.3,51.4,0.8886,2004-04-16 09:00:00
2004-04-16,10:00:00,106.0,1604.0,16.6,48.7,0.9146,2004-04-16 10:00:00
2004-04-16,11:00:00,108.0,1666.0,17.6,46.7,0.9324,2004-04-16 11:00:00
2004-04-16,12:00:00,100.0,1644.0,19.2,42.7,0.9425,2004-04-16 12:00:00
2004-04-16,13:00:00,149.0,2047.0,15.7,62.5,1.1092,2004-04-16 13:00:00
2004-04-16,14:00:00,148.0,2066.0,14.5,75.7,1.2425,2004-04-16 14:00:00
2004-04-16,15:00:00,126.0,1980.0,14.4,77.4,1.2654,2004-04-16 15:00:00
2004-04-16,16:00:00,140.0,1963.0,14.6,74.9,1.2391,2004-04-16 16:00:00
2004-04-16,17:00:00,142.0,2159.0,14.6,76.0,1.2573,2004-04-16 17:00:00
2004-04-16,18:00:00,141.0,2083.0,14.0,76.3,1.2166,2004-04-16 18:00:00
2004-04-16,19:00:00,149.0,2298.0,13.9,78.0,1.2303,2004-04-16 19:00:00
2004-04-16,20:00:00,140.0,2039.0,13.8,78.0,1.2229,2004-04-16 20:00:00
2004-04-16,21:00:00,117.0,1811.0,13.5,79.4,1.2224,2004-04-16 21:00:00
2004-04-16,22:00:00,103.0,1680.0,13.1,80.1,1.2016,2004-04-16 22:00:00
2004-04-16,23:00:00,99.0,1695.0,12.8,81.0,1.1915,2004-04-16 23:00:00
2004-04-17,00:00:00,100.0,1627.0,12.7,80.6,1.1819,2004-04-17 00:00:00
2004-04-17,01:00:00,88.0,1599.0,12.5,81.8,1.1838,2004-04-17 01:00:00
2004-04-17,02:00:00,83.0,1565.0,12.7,81.2,1.1849,2004-04-17 02:00:00
2004-04-17,03:00:00,80.11538461538461,1527.0,12.4,82.4,1.1848,2004-04-17 03:00:00
2004-04-17,04:00:00,58.62048192771084,1437.0,12.6,79.9,1.1619,2004-04-17 04:00:00
2004-04-17,05:00:00,59.612612612612615,1508.0,12.8,80.0,1.1761,2004-04-17 05:00:00
2004-04-17,06:00:00,71.74251497005989,1524.0,12.6,79.9,1.1596,2004-04-17 06:00:00
2004-04-17,07:00:00,94.70958083832335,1672.0,12.5,79.6,1.1538,2004-04-17 07:00:00
2004-04-17,08:00:00,121.26829268292683,1691.0,12.8,80.8,1.1863,2004-04-17 08:00:00
2004-04-17,09:00:00,130.87687687687688,1604.0,13.5,78.1,1.1997,2004-04-17 09:00:00
2004-04-17,10:00:00,133.67857142857142,1706.0,14.6,74.9,1.2348,2004-04-17 10:00:00
2004-04-17,11:00:00,130.4131736526946,1526.0,16.8,61.0,1.1599,2004-04-17 11:00:00
2004-04-17,12:00:00,124.45671641791044,1472.0,18.8,50.1,1.0769,2004-04-17 12:00:00
2004-04-17,13:00:00,119.31231231231232,1536.0,19.3,47.1,1.0445,2004-04-17 13:00:00
2004-04-17,14:00:00,116.46846846846847,1429.0,19.3,46.6,1.0298,2004-04-17 14:00:00
2004-04-17,15:00:00,117.19161676646706,1462.0,19.7,44.4,1.0081,2004-04-17 15:00:00
2004-04-17,16:00:00,123.31044776119403,1482.0,19.3,45.7,1.0161,2004-04-17 16:00:00
2004-04-17,17:00:00,135.8041543026706,1462.0,17.9,49.9,1.0135,2004-04-17 17:00:00
2004-04-17,18:00:00,145.91964285714286,1482.0,16.9,53.2,1.0179,2004-04-17 18:00:00
2004-04-17,19:00:00,150.0919881305638,1594.0,16.1,56.0,1.0151,2004-04-17 19:00:00
2004-04-17,20:00:00,145.1186943620178,1566.0,16.5,52.8,0.986,2004-04-17 20:00:00
2004-04-17,21:00:00,130.91071428571428,1482.0,16.9,51.1,0.9743,2004-04-17 21:00:00
2004-04-17,22:00:00,115.0955223880597,1623.0,17.0,50.8,0.9751,2004-04-17 22:00:00
2004-04-17,23:00:00,108.07164179104478,1700.0,16.9,54.8,1.0455,2004-04-17 23:00:00
2004-04-18,00:00:00,103.32142857142857,1568.0,16.3,57.2,1.0492,2004-04-18 00:00:00
2004-04-18,01:00:00,90.50299401197604,1529.0,16.0,56.2,1.0164,2004-04-18 01:00:00
2004-04-18,02:00:00,75.4367469879518,1501.0,15.6,60.2,1.0617,2004-04-18 02:00:00
2004-04-18,03:00:00,80.11538461538461,1527.0,14.6,68.2,1.1282,2004-04-18 03:00:00
2004-04-18,04:00:00,58.62048192771084,1449.0,14.3,69.6,1.1257,2004-04-18 04:00:00
2004-04-18,05:00:00,59.612612612612615,1396.0,13.8,71.9,1.1312,2004-04-18 05:00:00
2004-04-18,06:00:00,71.74251497005989,1410.0,13.8,72.7,1.1402,2004-04-18 06:00:00
2004-04-18,07:00:00,94.70958083832335,1411.0,14.2,72.3,1.1632,2004-04-18 07:00:00
2004-04-18,08:00:00,121.26829268292683,1459.0,14.5,72.9,1.195,2004-04-18 08:00:00
2004-04-18,09:00:00,130.87687687687688,1546.0,14.2,75.6,1.2201,2004-04-18 09:00:00
2004-04-18,10:00:00,133.67857142857142,1664.0,14.5,77.2,1.2695,2004-04-18 10:00:00
2004-04-18,11:00:00,130.4131736526946,1660.0,14.9,74.5,1.253,2004-04-18 11:00:00
2004-04-18,12:00:00,124.45671641791044,1565.0,15.5,67.4,1.178,2004-04-18 12:00:00
2004-04-18,13:00:00,119.31231231231232,1433.0,16.7,56.0,1.0544,2004-04-18 13:00:00
2004-04-18,14:00:00,116.46846846846847,1436.0,17.1,55.5,1.0724,2004-04-18 14:00:00
2004-04-18,15:00:00,117.19161676646706,1604.0,16.2,62.4,1.1423,2004-04-18 15:00:00
2004-04-18,16:00:00,123.31044776119403,1603.0,17.4,58.9,1.1567,2004-04-18 16:00:00
2004-04-18,17:00:00,135.8041543026706,1590.0,17.5,54.6,1.08,2004-04-18 17:00:00
2004-04-18,18:00:00,145.91964285714286,1623.0,17.5,54.2,1.0722,2004-04-18 18:00:00
2004-04-18,19:00:00,150.0919881305638,1824.0,17.0,55.1,1.0621,2004-04-18 19:00:00
2004-04-18,20:00:00,145.1186943620178,1653.0,16.4,57.8,1.0669,2004-04-18 20:00:00
2004-04-18,21:00:00,130.91071428571428,1669.0,15.8,60.4,1.0744,2004-04-18 21:00:00
2004-04-18,22:00:00,115.0955223880597,1595.0,15.5,63.3,1.1071,2004-04-18 22:00:00
2004-04-18,23:00:00,108.07164179104478,1702.0,15.0,65.2,1.1045,2004-04-18 23:00:00
2004-04-19,00:00:00,103.32142857142857,1658.0,14.5,67.3,1.1054,2004-04-19 00:00:00
2004-04-19,01:00:00,90.50299401197604,1500.0,14.1,70.1,1.1224,2004-04-19 01:00:00
2004-04-19,02:00:00,75.4367469879518,1494.0,13.8,73.3,1.1518,2004-04-19 02:00:00
2004-04-19,03:00:00,80.11538461538461,1407.0,13.1,78.3,1.1716,2004-04-19 03:00:00
2004-04-19,04:00:00,58.62048192771084,1443.0,13.0,78.2,1.1664,2004-04-19 04:00:00
2004-04-19,05:00:00,59.612612612612615,1428.0,14.3,70.1,1.1328,2004-04-19 05:00:00
2004-04-19,06:00:00,71.74251497005989,1655.0,14.0,70.9,1.1306,2004-04-19 06:00:00
2004-04-19,07:00:00,94.70958083832335,1976.0,15.4,64.2,1.1123,2004-04-19 07:00:00
2004-04-19,08:00:00,121.26829268292683,1969.0,16.5,57.9,1.0826,2004-04-19 08:00:00
2004-04-19,09:00:00,130.87687687687688,1594.0,18.8,48.0,1.0323,2004-04-19 09:00:00
2004-04-19,10:00:00,133.67857142857142,1503.0,19.5,43.3,0.9706,2004-04-19 10:00:00
2004-04-19,11:00:00,130.4131736526946,1574.0,18.5,45.5,0.9606,2004-04-19 11:00:00
2004-04-19,12:00:00,124.45671641791044,1709.0,18.0,46.7,0.9569,2004-04-19 12:00:00
2004-04-19,13:00:00,119.31231231231232,1847.0,16.5,58.2,1.0813,2004-04-19 13:00:00
2004-04-19,14:00:00,116.46846846846847,1565.0,12.1,75.6,1.0662,2004-04-19 14:00:00
2004-04-19,15:00:00,117.19161676646706,1602.0,11.1,75.6,0.9974,2004-04-19 15:00:00
2004-04-19,16:00:00,123.31044776119403,1701.0,10.5,79.0,1.0016,2004-04-19 16:00:00
2004-04-19,17:00:00,135.8041543026706,1684.0,10.0,80.5,0.9853,2004-04-19 17:00:00
2004-04-19,18:00:00,145.91964285714286,1528.0,11.3,70.5,0.9389,2004-04-19 18:00:00
2004-04-19,19:00:00,150.0919881305638,1508.0,10.7,71.5,0.9197,2004-04-19 19:00:00
2004-04-19,20:00:00,145.1186943620178,1476.0,9.9,74.0,0.9009,2004-04-19 20:00:00
2004-04-19,21:00:00,130.91071428571428,1391.0,10.8,68.2,0.8806,2004-04-19 21:00:00
2004-04-19,22:00:00,115.0955223880597,1431.0,10.2,74.0,0.9176,2004-04-19 22:00:00
2004-04-19,23:00:00,108.07164179104478,1444.0,10.1,77.5,0.9579,2004-04-19 23:00:00
2004-04-20,00:00:00,103.32142857142857,1377.0,9.9,77.7,0.9497,2004-04-20 00:00:00
2004-04-20,01:00:00,90.50299401197604,1357.0,9.5,80.2,0.9533,2004-04-20 01:00:00
2004-04-20,02:00:00,75.4367469879518,1290.0,9.5,79.7,0.9489,2004-04-20 02:00:00
2004-04-20,03:00:00,80.11538461538461,1277.0,9.7,78.9,0.9487,2004-04-20 03:00:00
2004-04-20,04:00:00,58.62048192771084,1315.0,9.8,80.0,0.967,2004-04-20 04:00:00
2004-04-20,05:00:00,59.612612612612615,1410.0,10.0,79.6,0.98,2004-04-20 05:00:00
2004-04-20,06:00:00,71.74251497005989,1625.0,10.3,79.4,0.9927,2004-04-20 06:00:00
2004-04-20,07:00:00,94.70958083832335,2069.0,11.0,77.4,1.0135,2004-04-20 07:00:00
2004-04-20,08:00:00,121.26829268292683,2396.0,12.3,69.2,0.9906,2004-04-20 08:00:00
2004-04-20,09:00:00,130.87687687687688,1999.0,14.5,60.4,0.9936,2004-04-20 09:00:00
2004-04-20,10:00:00,133.67857142857142,1874.0,16.0,56.3,1.0185,2004-04-20 10:00:00
2004-04-20,11:00:00,130.4131736526946,1991.0,18.1,51.1,1.0551,2004-04-20 11:00:00
2004-04-20,12:00:00,124.45671641791044,1970.0,23.0,37.5,1.0389,2004-04-20 12:00:00
2004-04-20,13:00:00,119.31231231231232,1870.0,21.8,39.6,1.0209,2004-04-20 13:00:00
2004-04-20,14:00:00,116.46846846846847,1643.0,21.9,37.2,0.9683,2004-04-20 14:00:00
2004-04-20,15:00:00,117.19161676646706,1530.0,23.8,31.4,0.9132,2004-04-20 15:00:00
2004-04-20,16:00:00,123.31044776119403,1742.0,25.9,26.9,0.8845,2004-04-20 16:00:00
2004-04-20,17:00:00,135.8041543026706,1938.0,25.8,29.9,0.9808,2004-04-20 17:00:00
2004-04-20,18:00:00,145.91964285714286,2156.0,22.6,39.5,1.0679,2004-04-20 18:00:00
2004-04-20,19:00:00,150.0919881305638,2102.0,19.9,45.0,1.0364,2004-04-20 19:00:00
2004-04-20,20:00:00,145.1186943620178,1958.0,17.9,47.4,0.9657,2004-04-20 20:00:00
2004-04-20,21:00:00,130.91071428571428,1704.0,16.8,50.4,0.9545,2004-04-20 21:00:00
2004-04-20,22:00:00,115.0955223880597,1550.0,16.0,52.0,0.9375,2004-04-20 22:00:00
2004-04-20,23:00:00,108.07164179104478,1589.0,14.2,59.1,0.952,2004-04-20 23:00:00
2004-04-21,00:00:00,103.32142857142857,1412.0,14.2,56.7,0.9111,2004-04-21 00:00:00
2004-04-21,01:00:00,90.50299401197604,1474.0,12.2,67.7,0.9625,2004-04-21 01:00:00
2004-04-21,02:00:00,75.4367469879518,1381.0,13.2,61.7,0.9328,2004-04-21 02:00:00
2004-04-21,03:00:00,80.11538461538461,1375.0,10.9,71.0,0.9249,2004-04-21 03:00:00
2004-04-21,04:00:00,58.62048192771084,1319.0,11.3,67.6,0.9038,2004-04-21 04:00:00
2004-04-21,05:00:00,59.612612612612615,1421.0,10.1,71.8,0.888,2004-04-21 05:00:00
2004-04-21,06:00:00,71.74251497005989,1599.0,10.2,70.9,0.8841,2004-04-21 06:00:00
2004-04-21,07:00:00,94.70958083832335,2249.0,11.8,66.0,0.9085,2004-04-21 07:00:00
2004-04-21,08:00:00,121.26829268292683,2684.0,14.0,58.2,0.9271,2004-04-21 08:00:00
2004-04-21,09:00:00,130.87687687687688,1991.0,17.0,50.2,0.9646,2004-04-21 09:00:00
2004-04-21,10:00:00,133.67857142857142,1854.0,22.3,36.9,0.9838,2004-04-21 10:00:00
2004-04-21,11:00:00,130.4131736526946,1642.0,24.4,30.9,0.934,2004-04-21 11:00:00
2004-04-21,12:00:00,124.45671641791044,1561.0,25.9,26.7,0.8771,2004-04-21 12:00:00
2004-04-21,13:00:00,119.31231231231232,1574.0,25.8,26.1,0.854,2004-04-21 13:00:00
2004-04-21,14:00:00,116.46846846846847,1513.0,26.3,24.8,0.8393,2004-04-21 14:00:00
2004-04-21,15:00:00,117.19161676646706,1483.0,27.0,22.2,0.7805,2004-04-21 15:00:00
2004-04-21,16:00:00,123.31044776119403,1558.0,27.3,20.5,0.7308,2004-04-21 16:00:00
2004-04-21,17:00:00,135.8041543026706,1838.0,25.8,24.1,0.7912,2004-04-21 17:00:00
2004-04-21,18:00:00,145.91964285714286,2271.0,25.3,28.9,0.9151,2004-04-21 18:00:00
2004-04-21,19:00:00,150.0919881305638,2328.0,23.8,33.7,0.9786,2004-04-21 19:00:00
2004-04-21,20:00:00,145.1186943620178,2073.0,21.4,36.0,0.9059,2004-04-21 20:00:00
2004-04-21,21:00:00,130.91071428571428,1737.0,19.8,39.5,0.9016,2004-04-21 21:00:00
2004-04-21,22:00:00,115.0955223880597,1573.0,19.2,42.1,0.9273,2004-04-21 22:00:00
2004-04-21,23:00:00,108.07164179104478,1492.0,18.8,45.8,0.9855,2004-04-21 23:00:00
2004-04-22,00:00:00,103.32142857142857,1469.0,17.1,50.8,0.9828,2004-04-22 00:00:00
2004-04-22,01:00:00,90.50299401197604,1420.0,16.2,53.4,0.9775,2004-04-22 01:00:00
