Datetime,PT08.S1(CO),PT08.S2(NMHC),T,RH,AH,hour,dayofweek,month
2004-06-19 18:00:00,1017.9487179487179,933.6923076923077,33.8948717948718,26.343589743589746,1.2861820512820512,18,5,6
2004-06-19 19:00:00,1009.5384615384615,922.2307692307693,33.45384615384616,27.192307692307693,1.2833384615384615,19,5,6
2004-06-19 20:00:00,1001.1282051282051,910.7692307692307,33.01282051282051,28.041025641025644,1.2804948717948719,20,5,6
2004-06-19 21:00:00,992.7179487179487,899.3076923076923,32.57179487179487,28.889743589743592,1.277651282051282,21,5,6
2004-06-19 22:00:00,984.3076923076923,887.8461538461538,32.13076923076923,29.73846153846154,1.2748076923076923,22,5,6
2004-06-19 23:00:00,975.8974358974359,876.3846153846154,31.68974358974359,30.58717948717949,1.2719641025641026,23,5,6
2004-06-20 00:00:00,967.4871794871794,864.9230769230769,31.24871794871795,31.435897435897438,1.2691205128205127,0,6,6
2004-06-20 01:00:00,959.0769230769231,853.4615384615385,30.807692307692307,32.284615384615385,1.266276923076923,1,6,6
2004-06-20 02:00:00,950.6666666666666,842.0,30.366666666666667,33.13333333333333,1.2634333333333334,2,6,6
2004-06-20 03:00:00,942.2564102564103,830.5384615384615,29.925641025641028,33.98205128205129,1.2605897435897435,3,6,6
2004-06-20 04:00:00,933.8461538461538,819.0769230769231,29.484615384615385,34.830769230769235,1.2577461538461538,4,6,6
2004-06-20 05:00:00,925.4358974358975,807.6153846153846,29.043589743589745,35.67948717948718,1.2549025641025642,5,6,6
2004-06-20 06:00:00,917.025641025641,796.1538461538462,28.602564102564102,36.52820512820513,1.2520589743589743,6,6,6
2004-06-20 07:00:00,908.6153846153846,784.6923076923077,28.161538461538463,37.37692307692308,1.2492153846153846,7,6,6
2004-06-20 08:00:00,900.2051282051282,773.2307692307693,27.72051282051282,38.22564102564103,1.246371794871795,8,6,6
2004-06-20 09:00:00,891.7948717948718,761.7692307692307,27.27948717948718,39.07435897435898,1.243528205128205,9,6,6
2004-06-20 10:00:00,883.3846153846154,750.3076923076923,26.838461538461537,39.92307692307693,1.2406846153846154,10,6,6
2004-06-20 11:00:00,874.974358974359,738.8461538461538,26.397435897435898,40.771794871794874,1.2378410256410257,11,6,6
2004-06-20 12:00:00,866.5641025641025,727.3846153846154,25.956410256410255,41.62051282051282,1.2349974358974358,12,6,6
2004-06-20 13:00:00,858.1538461538462,715.9230769230769,25.515384615384615,42.469230769230776,1.2321538461538462,13,6,6
2004-06-20 14:00:00,849.7435897435897,704.4615384615385,25.074358974358972,43.317948717948724,1.2293102564102565,14,6,6
2004-06-20 15:00:00,841.3333333333334,693.0,24.633333333333333,44.16666666666667,1.2264666666666666,15,6,6
2004-06-20 16:00:00,832.9230769230769,681.5384615384615,24.192307692307693,45.01538461538462,1.223623076923077,16,6,6
2004-06-20 17:00:00,824.5128205128206,670.0769230769231,23.75128205128205,45.864102564102566,1.2207794871794873,17,6,6
2004-06-20 18:00:00,816.1025641025641,658.6153846153846,23.31025641025641,46.71282051282052,1.2179358974358974,18,6,6
2004-06-20 19:00:00,807.6923076923077,647.1538461538462,22.869230769230768,47.56153846153847,1.2150923076923077,19,6,6
2004-06-20 20:00:00,799.2820512820513,635.6923076923077,22.42820512820513,48.410256410256416,1.212248717948718,20,6,6
2004-06-20 21:00:00,790.8717948717949,624.2307692307693,21.987179487179485,49.25897435897436,1.2094051282051281,21,6,6
2004-06-20 22:00:00,782.4615384615385,612.7692307692307,21.546153846153846,50.10769230769231,1.2065615384615385,22,6,6
2004-06-20 23:00:00,774.0512820512821,601.3076923076923,21.105128205128203,50.956410256410265,1.2037179487179488,23,6,6
2004-06-21 00:00:00,765.6410256410256,589.8461538461538,20.664102564102564,51.80512820512821,1.200874358974359,0,0,6
2004-06-21 01:00:00,757.2307692307693,578.3846153846154,20.22307692307692,52.65384615384616,1.1980307692307692,1,0,6
2004-06-21 02:00:00,748.8205128205128,566.9230769230769,19.78205128205128,53.50256410256411,1.1951871794871796,2,0,6
2004-06-21 03:00:00,740.4102564102565,555.4615384615385,19.341025641025638,54.351282051282055,1.1923435897435897,3,0,6
2004-06-21 04:00:00,732.0,544.0,18.9,55.2,1.1895,4,0,6
2004-06-21 05:00:00,809.0,681.0,18.2,57.6,1.193,5,0,6
2004-06-21 06:00:00,934.0,911.0,18.6,56.0,1.1865,6,0,6
2004-06-21 07:00:00,1132.0,1220.0,20.8,48.0,1.1702,7,0,6
2004-06-21 08:00:00,1221.0,1386.0,23.3,38.6,1.0919,8,0,6
2004-06-21 09:00:00,1024.0,1111.0,25.1,32.4,1.017,9,0,6
2004-06-21 10:00:00,938.0,987.0,27.8,25.8,0.9473,10,0,6
2004-06-21 11:00:00,869.0,897.0,29.6,21.0,0.8548,11,0,6
2004-06-21 12:00:00,846.0,930.0,30.2,18.0,0.7613,12,0,6
2004-06-21 13:00:00,838.0,868.0,30.1,18.5,0.7747,13,0,6
2004-06-21 14:00:00,875.0,912.0,29.5,19.4,0.7872,14,0,6
2004-06-21 15:00:00,907.0,961.0,31.1,18.2,0.8079,15,0,6
2004-06-21 16:00:00,889.0,939.0,30.3,19.0,0.8103,16,0,6
2004-06-21 17:00:00,969.0,1064.0,30.1,19.3,0.8083,17,0,6
2004-06-21 18:00:00,1051.0,1157.0,28.6,22.3,0.859,18,0,6
2004-06-21 19:00:00,1043.0,1181.0,26.1,28.3,0.9407,19,0,6
2004-06-21 20:00:00,1043.0,1121.0,24.5,35.7,1.0807,20,0,6
2004-06-21 21:00:00,1007.0,1027.0,23.1,41.5,1.1582,21,0,6
2004-06-21 22:00:00,966.0,959.0,21.8,46.3,1.1913,22,0,6
2004-06-21 23:00:00,920.0,875.0,20.9,48.9,1.1945,23,0,6
2004-06-22 00:00:00,889.0,831.0,20.5,49.9,1.1903,0,1,6
2004-06-22 01:00:00,825.0,715.0,20.0,50.9,1.1794,1,1,6
2004-06-22 02:00:00,758.0,580.0,22.1,44.3,1.1665,2,1,6
2004-06-22 03:00:00,735.0,533.0,21.0,47.5,1.1666,3,1,6
2004-06-22 04:00:00,719.0,522.0,19.8,50.3,1.1444,4,1,6
2004-06-22 05:00:00,757.0,596.0,19.0,52.8,1.1489,5,1,6
2004-06-22 06:00:00,890.0,831.0,17.8,56.5,1.1375,6,1,6
2004-06-22 07:00:00,1181.0,1255.0,18.2,55.8,1.1529,7,1,6
2004-06-22 08:00:00,1332.0,1556.0,20.6,47.7,1.1448,8,1,6
2004-06-22 09:00:00,1128.0,1124.0,22.8,41.9,1.1496,9,1,6
2004-06-22 10:00:00,1128.0,1126.0,27.1,31.7,1.1147,10,1,6
2004-06-22 11:00:00,1064.0,1069.0,30.4,26.4,1.131,11,1,6
2004-06-22 12:00:00,1139.0,1240.0,31.1,26.2,1.1647,12,1,6
2004-06-22 13:00:00,1121.0,1214.0,31.4,25.3,1.1444,13,1,6
2004-06-22 14:00:00,1032.0,1083.0,30.8,26.7,1.168,14,1,6
2004-06-22 15:00:00,1040.0,1022.0,31.8,25.6,1.1868,15,1,6
2004-06-22 16:00:00,1076.0,1105.0,33.5,22.9,1.1649,16,1,6
2004-06-22 17:00:00,1177.0,1310.0,33.1,23.5,1.1673,17,1,6
2004-06-22 18:00:00,1196.0,1303.0,31.7,25.9,1.1883,18,1,6
2004-06-22 19:00:00,1204.0,1381.0,29.0,30.4,1.2013,19,1,6
2004-06-22 20:00:00,1166.0,1304.0,27.4,33.6,1.2095,20,1,6
2004-06-22 21:00:00,959.0,949.0,25.2,36.4,1.1528,21,1,6
2004-06-22 22:00:00,1004.0,997.0,24.0,39.6,1.1662,22,1,6
2004-06-22 23:00:00,1050.0,1105.0,23.8,39.6,1.1558,23,1,6
2004-06-23 00:00:00,965.0,900.0,22.9,43.6,1.1974,0,2,6
2004-06-23 01:00:00,849.0,744.0,22.8,43.9,1.202,1,2,6
2004-06-23 02:00:00,809.0,666.0,21.8,47.3,1.2189,2,2,6
2004-06-23 03:00:00,777.0,609.0,21.7,47.3,1.2135,3,2,6
2004-06-23 04:00:00,768.0,591.0,20.8,50.3,1.2207,4,2,6
2004-06-23 05:00:00,768.0,597.0,21.7,46.8,1.2031,5,2,6
2004-06-23 06:00:00,917.0,842.0,20.3,52.3,1.2367,6,2,6
2004-06-23 07:00:00,1252.0,1380.0,20.5,52.3,1.245,7,2,6
2004-06-23 08:00:00,1224.0,1268.0,21.7,49.6,1.2673,8,2,6
2004-06-23 09:00:00,1277.0,1300.0,24.0,43.1,1.2677,9,2,6
2004-06-23 10:00:00,1149.0,1192.0,28.5,31.7,1.2144,10,2,6
2004-06-23 11:00:00,1091.0,1082.0,32.2,25.1,1.189,11,2,6
2004-06-23 12:00:00,1053.0,1087.0,34.9,20.5,1.1279,12,2,6
2004-06-23 13:00:00,1023.0,1042.0,35.4,19.9,1.1222,13,2,6
2004-06-23 14:00:00,1085.0,1075.0,34.4,22.5,1.205,14,2,6
2004-06-23 15:00:00,1116.0,1120.0,34.8,22.8,1.2488,15,2,6
2004-06-23 16:00:00,1111.0,1131.0,34.3,22.4,1.1907,16,2,6
2004-06-23 17:00:00,1210.0,1316.0,32.5,25.3,1.2165,17,2,6
2004-06-23 18:00:00,1250.0,1339.0,31.3,27.3,1.2234,18,2,6
2004-06-23 19:00:00,1297.0,1408.0,30.2,29.0,1.2224,19,2,6
2004-06-23 20:00:00,1313.0,1345.0,28.5,33.3,1.2775,20,2,6
2004-06-23 21:00:00,1146.0,1084.0,27.3,35.3,1.2606,21,2,6
2004-06-23 22:00:00,1199.0,1152.0,26.1,37.8,1.2575,22,2,6
2004-06-23 23:00:00,1274.0,1197.0,24.7,47.1,1.44,23,2,6
2004-06-24 00:00:00,1243.0,1072.0,23.6,59.8,1.7193,0,3,6
2004-06-24 01:00:00,1054.0,923.0,23.3,60.5,1.706,1,3,6
2004-06-24 02:00:00,962.0,778.0,23.3,59.4,1.6753,2,3,6
2004-06-24 03:00:00,915.0,690.0,22.9,57.7,1.5902,3,3,6
2004-06-24 04:00:00,871.0,639.0,23.7,53.5,1.546,4,3,6
2004-06-24 05:00:00,877.0,658.0,21.2,60.9,1.5092,5,3,6
2004-06-24 06:00:00,893.0,696.0,22.1,56.2,1.48,6,3,6
2004-06-24 07:00:00,1030.0,851.0,21.9,57.0,1.4742,7,3,6
2004-06-24 08:00:00,1059.0,926.0,24.7,45.9,1.4061,8,3,6
2004-06-24 09:00:00,1020.0,860.0,27.0,40.8,1.4286,9,3,6
2004-06-24 10:00:00,1045.0,840.0,29.1,37.4,1.4833,10,3,6
2004-06-24 11:00:00,1029.0,866.0,31.1,32.4,1.4351,11,3,6
2004-06-24 12:00:00,959.0,763.0,31.9,30.3,1.4125,12,3,6
2004-06-24 13:00:00,975.0,798.0,32.8,28.9,1.412,13,3,6
2004-06-24 14:00:00,988.0,813.0,33.4,27.8,1.4119,14,3,6
2004-06-24 15:00:00,971.0,818.0,35.3,23.7,1.3331,15,3,6
2004-06-24 16:00:00,999.0,899.0,35.8,22.4,1.2915,16,3,6
2004-06-24 17:00:00,989.0,889.0,35.3,20.8,1.1664,17,3,6
2004-06-24 18:00:00,1075.0,1020.0,33.3,23.9,1.2085,18,3,6
2004-06-24 19:00:00,1190.0,1177.0,30.3,30.8,1.3044,19,3,6
2004-06-24 20:00:00,1172.0,1108.0,28.3,34.5,1.3084,20,3,6
2004-06-24 21:00:00,1256.0,1340.0,27.1,38.9,1.3758,21,3,6
2004-06-24 22:00:00,1190.0,1203.0,25.4,43.2,1.3805,22,3,6
2004-06-24 23:00:00,1249.0,1310.0,24.6,45.3,1.3767,23,3,6
2004-06-25 00:00:00,1072.0,1120.0,23.7,46.0,1.3346,0,4,6
2004-06-25 01:00:00,1035.0,1011.0,23.0,48.1,1.3322,1,4,6
2004-06-25 02:00:00,839.0,690.0,24.8,43.4,1.3366,2,4,6
2004-06-25 03:00:00,833.0,671.0,23.1,47.4,1.3208,3,4,6
2004-06-25 04:00:00,804.0,616.0,21.7,50.2,1.2917,4,4,6
2004-06-25 05:00:00,811.0,651.0,21.9,50.7,1.3138,5,4,6
2004-06-25 06:00:00,1028.0,934.0,20.1,57.0,1.3216,6,4,6
2004-06-25 07:00:00,1138.0,1141.0,21.5,51.8,1.3129,7,4,6
2004-06-25 08:00:00,1203.0,1185.0,22.9,48.7,1.3416,8,4,6
2004-06-25 09:00:00,1193.0,1136.0,25.7,41.0,1.3351,9,4,6
2004-06-25 10:00:00,1049.0,898.0,29.9,33.2,1.3793,10,4,6
2004-06-25 11:00:00,1090.0,942.0,32.9,28.0,1.3789,11,4,6
2004-06-25 12:00:00,1070.0,976.0,34.0,25.6,1.3363,12,4,6
2004-06-25 13:00:00,1014.0,970.0,34.7,22.6,1.2297,13,4,6
2004-06-25 14:00:00,972.0,912.0,35.5,20.3,1.1586,14,4,6
2004-06-25 15:00:00,951.0,880.0,35.9,18.8,1.0912,15,4,6
2004-06-25 16:00:00,1033.0,1038.0,36.2,18.6,1.0945,16,4,6
2004-06-25 17:00:00,983.0,1094.0,35.4,15.3,0.8613,17,4,6
2004-06-25 18:00:00,973.0,1128.0,32.9,15.5,0.7649,18,4,6
2004-06-25 19:00:00,1083.0,1237.0,29.9,19.8,0.8211,19,4,6
2004-06-25 20:00:00,1062.0,1176.0,28.1,22.4,0.8394,20,4,6
2004-06-25 21:00:00,1011.0,1122.0,26.1,24.7,0.8233,21,4,6
2004-06-25 22:00:00,1054.0,1110.0,25.0,28.7,0.8944,22,4,6
2004-06-25 23:00:00,1013.0,1038.0,24.3,31.0,0.9268,23,4,6
2004-06-26 00:00:00,870.0,823.0,24.0,31.2,0.919,0,5,6
2004-06-26 01:00:00,857.0,769.0,22.4,34.9,0.9362,1,5,6
2004-06-26 02:00:00,835.0,739.0,21.2,37.6,0.9355,2,5,6
2004-06-26 03:00:00,844.0,759.0,19.5,42.3,0.9461,3,5,6
2004-06-26 04:00:00,763.0,622.0,21.2,39.4,0.9802,4,5,6
2004-06-26 05:00:00,769.0,606.0,19.5,42.4,0.9515,5,5,6
2004-06-26 06:00:00,891.0,790.0,18.6,45.8,0.9723,6,5,6
2004-06-26 07:00:00,1037.0,993.0,19.7,44.1,1.0039,7,5,6
2004-06-26 08:00:00,1090.0,1065.0,21.9,39.4,1.0243,8,5,6
2004-06-26 09:00:00,1117.0,1118.0,24.5,34.3,1.0407,9,5,6
2004-06-26 10:00:00,1109.0,1074.0,30.0,25.6,1.0674,10,5,6
2004-06-26 11:00:00,961.0,939.0,34.5,18.9,1.0168,11,5,6
2004-06-26 12:00:00,985.0,919.0,36.3,17.5,1.0411,12,5,6
2004-06-26 13:00:00,960.0,909.0,37.7,16.0,1.0231,13,5,6
2004-06-26 14:00:00,927.0,806.0,38.3,15.8,1.0465,14,5,6
2004-06-26 15:00:00,958.0,795.0,38.4,17.5,1.1609,15,5,6
2004-06-26 16:00:00,1019.0,842.0,37.2,20.5,1.2813,16,5,6
2004-06-26 17:00:00,1010.0,816.0,34.0,26.4,1.3781,17,5,6
2004-06-26 18:00:00,1030.0,844.0,32.3,30.4,1.445,18,5,6
2004-06-26 19:00:00,1100.0,946.0,30.5,33.9,1.4564,19,5,6
2004-06-26 20:00:00,1079.0,909.0,29.2,37.8,1.5098,20,5,6
2004-06-26 21:00:00,1036.0,859.0,28.4,39.1,1.4881,21,5,6
2004-06-26 22:00:00,1085.0,959.0,27.7,40.6,1.4828,22,5,6
2004-06-26 23:00:00,1214.0,1151.0,27.2,42.5,1.5069,23,5,6
2004-06-27 00:00:00,1127.0,1041.0,26.5,44.8,1.528,0,6,6
2004-06-27 01:00:00,1038.0,950.0,25.5,47.6,1.5318,1,6,6
2004-06-27 02:00:00,948.0,829.0,25.2,47.8,1.5076,2,6,6
2004-06-27 03:00:00,953.0,844.0,23.2,53.7,1.5046,3,6,6
2004-06-27 04:00:00,869.0,723.0,23.2,52.3,1.4668,4,6,6
2004-06-27 05:00:00,809.0,628.0,24.0,50.3,1.4811,5,6,6
2004-06-27 06:00:00,833.0,641.0,23.5,51.2,1.4634,6,6,6
2004-06-27 07:00:00,857.0,661.0,23.5,50.8,1.452,7,6,6
2004-06-27 08:00:00,966.0,820.0,24.7,47.6,1.4597,8,6,6
2004-06-27 09:00:00,1063.0,894.0,27.2,41.1,1.4611,9,6,6
2004-06-27 10:00:00,1110.0,996.0,31.0,32.4,1.4294,10,6,6
2004-06-27 11:00:00,1055.0,941.0,35.2,24.8,1.3854,11,6,6
2004-06-27 12:00:00,939.0,828.0,37.8,18.5,1.1977,12,6,6
2004-06-27 13:00:00,816.0,684.0,39.0,15.1,1.0424,13,6,6
2004-06-27 14:00:00,841.0,712.0,41.3,12.8,0.9933,14,6,6
2004-06-27 15:00:00,842.0,722.0,41.8,11.9,0.9476,15,6,6
2004-06-27 16:00:00,990.0,852.0,42.2,14.2,1.1609,16,6,6
2004-06-27 17:00:00,1042.0,894.0,41.4,15.5,1.2089,17,6,6
2004-06-27 18:00:00,1089.0,893.0,38.9,21.4,1.4605,18,6,6
2004-06-27 19:00:00,1102.0,990.0,34.3,26.0,1.3865,19,6,6
2004-06-27 20:00:00,1095.0,996.0,32.7,27.7,1.3439,20,6,6
2004-06-27 21:00:00,1116.0,1075.0,30.5,30.4,1.3031,21,6,6
2004-06-27 22:00:00,1105.0,1046.0,29.0,33.6,1.3277,22,6,6
2004-06-27 23:00:00,1018.0,950.0,28.2,36.6,1.3781,23,6,6
2004-06-28 00:00:00,991.0,896.0,27.2,38.9,1.3821,0,0,6
2004-06-28 01:00:00,923.0,765.0,26.7,40.0,1.3754,1,0,6
2004-06-28 02:00:00,874.0,679.0,26.0,41.2,1.3598,2,0,6
2004-06-28 03:00:00,846.0,662.0,22.8,50.1,1.3677,3,0,6
2004-06-28 04:00:00,838.0,632.0,24.0,46.6,1.37,4,0,6
2004-06-28 05:00:00,827.0,656.0,24.0,46.4,1.3689,5,0,6
2004-06-28 06:00:00,901.0,763.0,23.7,47.1,1.3602,6,0,6
2004-06-28 07:00:00,1291.0,1316.0,23.6,47.3,1.3634,7,0,6
2004-06-28 08:00:00,1441.0,1606.0,25.5,43.1,1.3891,8,0,6
2004-06-28 09:00:00,1363.0,1410.0,28.5,36.8,1.4128,9,0,6
2004-06-28 10:00:00,1218.0,1198.0,32.6,28.0,1.3566,10,0,6
2004-06-28 11:00:00,1132.0,1091.0,36.3,23.4,1.3902,11,0,6
2004-06-28 12:00:00,1103.0,1060.0,37.5,21.5,1.3673,12,0,6
2004-06-28 13:00:00,1081.0,1053.0,39.6,19.0,1.3447,13,0,6
2004-06-28 14:00:00,1079.0,1018.0,40.1,19.3,1.4013,14,0,6
2004-06-28 15:00:00,1167.0,1087.0,40.4,20.0,1.4854,15,0,6
2004-06-28 16:00:00,1148.0,1037.0,39.9,20.1,1.4495,16,0,6
2004-06-28 17:00:00,1221.0,1230.0,39.1,19.6,1.3542,17,0,6
2004-06-28 18:00:00,1255.0,1283.0,37.0,21.9,1.3503,18,0,6
2004-06-28 19:00:00,1245.0,1287.0,33.9,26.8,1.3899,19,0,6
2004-06-28 20:00:00,1162.0,1151.0,31.9,30.6,1.4201,20,0,6
2004-06-28 21:00:00,1079.0,1020.0,29.7,33.9,1.3874,21,0,6
2004-06-28 22:00:00,1091.0,1038.0,28.6,36.8,1.416,22,0,6
2004-06-28 23:00:00,1085.0,1039.0,27.8,38.7,1.4187,23,0,6
2004-06-29 00:00:00,1050.0,966.0,27.8,40.0,1.4691,0,1,6
2004-06-29 01:00:00,941.0,814.0,27.5,41.3,1.4962,1,1,6
2004-06-29 02:00:00,891.0,705.0,27.3,41.6,1.4906,2,1,6
2004-06-29 03:00:00,842.0,624.0,26.0,44.2,1.4657,3,1,6
2004-06-29 04:00:00,850.0,639.0,24.8,48.0,1.4857,4,1,6
2004-06-29 05:00:00,863.0,652.0,25.9,45.1,1.4889,5,1,6
2004-06-29 06:00:00,956.0,784.0,25.3,47.6,1.5108,6,1,6
2004-06-29 07:00:00,1384.0,1391.0,24.7,49.5,1.5201,7,1,6
2004-06-29 08:00:00,1502.0,1631.0,27.1,43.1,1.5224,8,1,6
2004-06-29 09:00:00,1219.0,1163.0,28.3,39.8,1.5053,9,1,6
2004-06-29 10:00:00,1237.0,1157.0,32.4,32.3,1.5484,10,1,6
2004-06-29 11:00:00,1181.0,1078.0,35.4,27.8,1.5733,11,1,6
2004-06-29 12:00:00,1251.0,1154.0,35.5,27.4,1.5635,12,1,6
2004-06-29 13:00:00,1214.0,1170.0,37.8,24.4,1.5722,13,1,6
2004-06-29 14:00:00,1166.0,1062.0,37.2,25.5,1.5914,14,1,6
2004-06-29 15:00:00,1226.0,1157.0,37.2,25.6,1.6014,15,1,6
2004-06-29 16:00:00,1265.0,1229.0,38.0,25.0,1.6312,16,1,6
2004-06-29 17:00:00,1317.0,1338.0,37.1,26.9,1.6635,17,1,6
2004-06-29 18:00:00,1372.0,1382.0,36.9,27.8,1.7099,18,1,6
2004-06-29 19:00:00,1443.0,1443.0,34.7,31.9,1.7325,19,1,6
2004-06-29 20:00:00,1200.0,1126.0,31.9,38.4,1.7897,20,1,6
2004-06-29 21:00:00,1216.0,1130.0,30.5,42.3,1.8173,21,1,6
2004-06-29 22:00:00,1160.0,1070.0,29.3,45.8,1.8362,22,1,6
2004-06-29 23:00:00,1194.0,1106.0,28.2,48.1,1.8144,23,1,6
2004-06-30 00:00:00,1199.0,1087.0,27.3,51.0,1.8287,0,2,6
2004-06-30 01:00:00,965.0,818.0,26.8,52.4,1.8141,1,2,6
2004-06-30 02:00:00,961.0,801.0,26.0,54.9,1.8141,2,2,6
2004-06-30 03:00:00,901.0,697.0,26.8,51.9,1.8058,3,2,6
2004-06-30 04:00:00,864.0,629.0,26.9,51.8,1.805,4,2,6
2004-06-30 05:00:00,952.0,742.0,24.6,59.1,1.8013,5,2,6
2004-06-30 06:00:00,1009.0,875.0,26.4,53.1,1.7987,6,2,6
2004-06-30 07:00:00,1225.0,1155.0,27.3,46.4,1.6542,7,2,6
2004-06-30 08:00:00,1245.0,1202.0,28.4,40.4,1.5442,8,2,6
2004-06-30 09:00:00,1265.0,1209.0,30.8,37.1,1.6169,9,2,6
2004-06-30 10:00:00,1276.0,1241.0,34.2,30.7,1.6252,10,2,6
2004-06-30 11:00:00,1232.0,1183.0,37.0,26.5,1.6352,11,2,6
2004-06-30 12:00:00,1193.0,1097.0,36.6,27.8,1.676,12,2,6
2004-06-30 13:00:00,1162.0,1117.0,36.9,26.9,1.6477,13,2,6
2004-06-30 14:00:00,1126.0,1097.0,39.3,22.2,1.552,14,2,6
2004-06-30 15:00:00,1089.0,993.0,38.5,22.4,1.5018,15,2,6
2004-06-30 16:00:00,1134.0,1073.0,39.7,20.4,1.4594,16,2,6
2004-06-30 17:00:00,1388.0,1418.0,38.8,24.2,1.6433,17,2,6
2004-06-30 18:00:00,1506.0,1499.0,33.5,38.0,1.939,18,2,6
2004-06-30 19:00:00,1352.0,1385.0,34.0,32.9,1.7251,19,2,6
2004-06-30 20:00:00,1217.0,1227.0,31.9,33.7,1.5663,20,2,6
2004-06-30 21:00:00,1149.0,1132.0,30.2,37.6,1.587,21,2,6
2004-06-30 22:00:00,1156.0,1129.0,28.9,41.0,1.6096,22,2,6
2004-06-30 23:00:00,1180.0,1122.0,27.8,45.2,1.6604,23,2,6
2004-07-01 00:00:00,1109.0,1080.0,27.1,47.4,1.6701,0,3,7
2004-07-01 01:00:00,1032.0,974.0,26.2,49.4,1.6555,1,3,7
2004-07-01 02:00:00,893.0,767.0,26.9,49.3,1.7196,2,3,7
2004-07-01 03:00:00,848.0,642.0,26.3,50.8,1.7058,3,3,7
2004-07-01 04:00:00,850.0,664.0,24.9,54.6,1.6908,4,3,7
2004-07-01 05:00:00,938.0,782.0,23.4,58.6,1.6651,5,3,7
2004-07-01 06:00:00,948.0,828.0,24.4,55.2,1.6604,6,3,7
2004-07-01 07:00:00,1225.0,1214.0,25.1,54.3,1.7057,7,3,7
2004-07-01 08:00:00,1380.0,1359.0,26.6,51.2,1.7565,8,3,7
2004-07-01 09:00:00,1276.0,1138.0,28.2,47.1,1.7752,9,3,7
2004-07-01 10:00:00,1246.0,1093.0,31.6,39.4,1.7969,10,3,7
2004-07-01 11:00:00,1141.0,996.0,34.2,31.8,1.6837,11,3,7
2004-07-01 12:00:00,1199.0,1124.0,36.6,27.1,1.6352,12,3,7
2004-07-01 13:00:00,1156.0,1056.0,37.6,26.9,1.715,13,3,7
2004-07-01 14:00:00,1158.0,983.0,38.1,26.3,1.7213,14,3,7
2004-07-01 15:00:00,1163.0,1039.0,37.8,26.9,1.7392,15,3,7
2004-07-01 16:00:00,1078.0,1009.0,37.8,22.7,1.4653,16,3,7
2004-07-01 17:00:00,1244.0,1219.0,36.9,24.7,1.5134,17,3,7
2004-07-01 18:00:00,1236.0,1239.0,34.5,28.5,1.531,18,3,7
2004-07-01 19:00:00,1364.0,1376.0,32.5,30.9,1.4875,19,3,7
2004-07-01 20:00:00,1193.0,1196.0,30.9,30.4,1.338,20,3,7
2004-07-01 21:00:00,1078.0,985.0,28.7,34.7,1.3457,21,3,7
2004-07-01 22:00:00,1140.0,1035.0,27.7,39.3,1.4372,22,3,7
2004-07-01 23:00:00,1239.0,1127.0,26.8,45.1,1.5645,23,3,7
2004-07-02 00:00:00,1171.0,1093.0,26.1,45.3,1.5115,0,4,7
2004-07-02 01:00:00,1065.0,977.0,25.9,46.1,1.5174,1,4,7
2004-07-02 02:00:00,1024.0,882.0,25.3,47.6,1.513,2,4,7
2004-07-02 03:00:00,873.0,679.0,26.6,43.0,1.4773,3,4,7
2004-07-02 04:00:00,874.0,668.0,25.3,47.2,1.5025,4,4,7
2004-07-02 05:00:00,887.0,647.0,25.1,48.0,1.5115,5,4,7
2004-07-02 06:00:00,993.0,795.0,24.8,50.6,1.5654,6,4,7
2004-07-02 07:00:00,1299.0,1225.0,25.7,49.7,1.615,7,4,7
2004-07-02 08:00:00,1529.0,1526.0,27.4,45.5,1.6396,8,4,7
2004-07-02 09:00:00,1320.0,1210.0,29.3,40.0,1.6082,9,4,7
2004-07-02 10:00:00,1226.0,1168.0,33.6,28.7,1.4693,10,4,7
2004-07-02 11:00:00,1105.0,980.0,34.6,27.7,1.4991,11,4,7
2004-07-02 12:00:00,1160.0,1040.0,35.6,27.2,1.5557,12,4,7
2004-07-02 13:00:00,1125.0,1051.0,36.9,23.3,1.4313,13,4,7
2004-07-02 14:00:00,1099.0,1015.0,38.8,20.7,1.4036,14,4,7
2004-07-02 15:00:00,1124.0,1021.0,38.1,22.6,1.4868,15,4,7
2004-07-02 16:00:00,1105.0,995.0,37.1,23.0,1.4229,16,4,7
2004-07-02 17:00:00,1035.0,1043.0,34.8,19.3,1.0543,17,4,7
2004-07-02 18:00:00,1065.0,1110.0,33.6,20.7,1.059,18,4,7
2004-07-02 19:00:00,1051.0,1220.0,31.4,18.5,0.8376,19,4,7
2004-07-02 20:00:00,1073.0,1124.0,29.5,23.8,0.9623,20,4,7
2004-07-02 21:00:00,1008.0,1004.0,27.4,27.1,0.9736,21,4,7
2004-07-02 22:00:00,1090.0,1073.0,26.1,31.1,1.0338,22,4,7
2004-07-02 23:00:00,1048.0,983.0,25.5,34.0,1.0935,23,4,7
2004-07-03 00:00:00,1131.0,1087.0,24.0,37.8,1.1125,0,5,7
2004-07-03 01:00:00,953.0,874.0,24.2,37.3,1.1118,1,5,7
2004-07-03 02:00:00,897.0,745.0,23.4,40.6,1.1571,2,5,7
2004-07-03 03:00:00,900.0,750.0,21.8,46.6,1.1991,3,5,7
2004-07-03 04:00:00,828.0,639.0,22.6,43.0,1.1629,4,5,7
2004-07-03 05:00:00,892.0,739.0,20.2,50.7,1.1844,5,5,7
