,NMHC(GT)
2712,394.3724564093313
2713,594.1326798941795
2714,355.92923418710916
2715,204.03468404280895
2716,223.1842032227032
2717,274.566463804714
2718,252.1199640452141
2719,155.42449687349685
2720,129.90234589947093
2721,58.39801100288598
2722,56.36838492063496
2723,55.50655357142863
2724,109.6442374338624
2725,289.7566560846563
2726,714.1931667869165
2727,364.2457705026456
2728,304.1307861351612
2729,177.79356746031743
2730,194.74774999999988
2731,204.6376812169312
2732,172.93261195286192
2733,176.1288928571428
2734,197.78140674603168
2735,227.02204761904756
2736,293.1939074074072
2737,426.5671726791726
2738,319.1643829365079
2739,194.4305153920153
2740,231.54753192640672
2741,180.71237518037515
2742,306.35509433621934
2743,117.61516203703708
2744,77.07875499037995
2745,80.60146825396824
2746,53.10270039682543
2747,67.8939329004329
2748,112.75070965608464
2749,177.76740295815276
2750,275.541098965849
2751,199.77837037037017
2752,167.96943867243863
2753,139.87203373015862
2754,158.1615226671476
2755,122.95390939153448
2756,113.143583994709
2757,112.83922817460316
2758,132.60785582010593
2759,140.0112079263329
2760,130.18590476190488
2761,151.59474959299953
2762,138.01314947089958
2763,158.3442733285233
2764,208.57995057720052
2765,204.48395568783056
2766,207.98544775132268
2767,109.42003637566134
2768,119.22497949735452
2769,111.78571230158728
2770,67.85816732804233
2771,62.010873015873
2772,65.3320906084656
2773,68.35094312169312
2774,115.87752645502648
2775,116.22523941798946
2776,115.22099152236656
2777,99.9787962962963
2778,92.7537652116402
2779,64.43267658730154
2780,54.52283333333335
2781,75.98962830687823
2782,69.47587235449733
2783,94.91398214285712
2784,107.8684728835978
2785,153.81433219095717
2786,156.23478655603654
2787,173.76621909571904
2788,141.15781018518527
2789,200.9443897306396
2790,137.14688642376137
2791,61.38071031746033
2792,53.08426587301591
2793,53.88986802549303
2794,44.1518342953343
2795,52.29056643819145
2796,110.9613584656084
2797,244.85081198893687
2798,597.1093161375661
2799,551.1912460317461
2800,414.934197150072
2801,238.25628240740735
2802,239.0724193121692
2803,232.2226335978835
2804,179.15867279942276
2805,213.59931084656077
2806,180.6115616883116
2807,433.1430536315535
2808,618.4106567460316
2809,491.24634992785013
2810,286.95191648629134
2811,178.97408946608934
2812,209.98483104858096
2813,198.5510497835497
2814,190.25005970418457
2815,84.67180753968249
2816,72.4977427248677
2817,54.55985714285714
2818,52.29460082972582
2819,68.60592099567099
2820,152.91432756132753
2821,508.8780985449737
2822,778.8342546296292
2823,377.5522189153437
2824,291.5123243145742
2825,242.8606215127465
2826,422.24608405483383
2827,426.8133221500718
2828,196.3083447570947
2829,212.75944775132265
2830,281.7436756854252
2831,553.8874794973543
2832,679.8307010582004
2833,538.5575945767196
2834,564.1171018518515
2835,295.13643891293873
2836,232.69932870370351
2837,297.24862277537267
2838,252.67290963203453
2839,143.82624753487255
2840,85.41738293650783
2841,53.08955555555561
2842,52.461069745069736
2843,69.38843783068779
2844,148.07933351370846
2845,575.5745932539678
2846,592.8902943121691
2847,551.2623227513224
2848,248.9223265392014
2849,204.68992989417976
2850,217.2241519360269
2851,245.44344221981697
2852,246.1849641053389
2853,195.3824399951899
2854,179.5487422438672
2855,488.8198670634919
2856,591.0721342592584
2857,787.1341256613755
2858,582.3408485449727
2859,495.16817328042293
2860,322.8523659211162
2861,243.8188123496873
2862,139.88330441317933
2863,116.45567129629634
2864,107.7252949735449
2865,74.00112367724859
2866,94.92247084859578
2867,83.72685510785509
2868,110.53681547619044
2869,290.1815226070226
2870,462.90510648148125
2871,391.1149868326117
2872,327.91913359788356
2873,425.585433261183
2874,157.26243338143337
2875,157.45374290524285
2876,162.83553174603168
2877,269.94574537037016
2878,321.8784322991823
2879,445.5274802188551
2880,442.53716937229433
2881,781.950892977393
2882,665.8656403318898
2883,345.5701593915346
2884,299.63804990379987
2885,314.86719991582487
2886,414.2502249278499
2887,313.4605886243386
2888,107.76233730158728
2889,53.6487962962963
2890,53.51206577681576
2891,67.42941798941801
2892,119.367962962963
2893,359.0674927248679
2894,298.6759230399232
2895,176.8679849687349
2896,167.90109674122175
2897,159.93564303751808
2898,150.70241816979325
2899,168.6820325877826
2900,155.22682491582492
2901,166.93369528619525
2902,164.79019330206825
2903,275.56263822751293
2904,245.9188776455025
2905,338.6652537277536
2906,326.2972883597885
2907,177.39100613275605
2908,156.08012385762387
2909,242.37158351370857
2910,244.7831373256373
2911,144.89874025974015
2912,109.81580952380946
2913,52.62808928571433
2914,52.91692821067821
2915,64.5591421957672
2916,67.68169510582013
2917,114.46695833333337
2918,116.16733994708989
2919,146.40607208994695
2920,112.60818055555552
2921,111.80950607263102
2922,112.4648116281866
2923,112.24747829485324
2924,97.09797817460314
2925,80.09911177248672
2926,80.64038161375659
2927,109.27138756613752
2928,116.97693584656076
2929,96.80762235449733
2930,143.228078958079
2931,139.26911838624346
2932,144.791703958079
2933,201.35906301106291
2934,248.309684944685
2935,108.67385714285707
2936,71.56448280423272
2937,109.75083134920632
2938,53.416799603174645
2939,52.754967893217895
2940,53.058104797979794
2941,51.94120039682543
2942,53.35349801587305
2943,68.47181283068781
2944,75.40810551948044
2945,63.62669047619044
2946,59.0427142857143
2947,55.90401587301589
2948,50.53846061808562
2949,53.332757936507946
2950,95.08643849206346
2951,98.79579100529097
2952,80.71494246031742
2953,137.22271454008958
2954,167.56809872534868
2955,180.4883249158248
2956,266.45739700577207
2957,154.95705118030114
2958,120.81610052910064
2959,110.08755158730152
2960,51.608164682539694
2961,37.68416468253969
2962,40.03642316017313
2963,51.70251719576721
2964,129.32719528619526
2965,450.0226580687829
2966,482.507590848966
2967,161.5861464183965
2968,127.34257738095243
2969,151.49041203703715
2970,233.1529246031745
2971,214.7664056036555
2972,152.9401560846562
2973,117.47939351851856
2974,164.09225356125356
2975,380.80555543530545
2976,412.835648809524
2977,401.57709920634943
2978,251.9887076719575
2979,145.51034589947096
2980,97.42667261904757
2981,163.24102910052915
2982,135.57868518518526
2983,82.92282804232799
2984,47.742542989418034
2985,39.92792394179893
2986,46.6837661736412
2987,52.184435846560866
2988,118.56016931216926
2989,533.4504067460318
2990,741.1071599927848
2991,482.565621031746
2992,335.01234986772505
2993,299.70590656565645
2994,296.5033844997593
2995,271.98397222222223
2996,189.54292213804695
2997,110.92412169312166
2998,153.2097852055351
2999,303.5812608225105
3000,546.3802156084656
3001,790.6397855339106
3002,594.7825125661367
3003,312.51913341750827
3004,279.55757671957656
3005,194.7637594396343
3006,126.29831084656088
3007,106.95729695767191
3008,106.65974206349202
3009,73.28346296296289
3010,51.05608928571431
3011,80.68547288359785
3012,142.0755477994227
3013,689.528001984127
3014,720.8380462962956
3015,520.1911653439149
3016,319.42987674362683
3017,193.2893804713804
3018,207.57308664021153
3019,203.53108994708984
3020,220.2851583092831
3021,229.5049120370369
3022,229.20316798941775
3023,437.0301911976912
3024,552.48665542328
3025,736.7177070105816
3026,393.1157110389611
3027,349.69062674362675
3028,209.3073474025973
3029,145.01713708513697
3030,229.80837830687824
3031,121.62768602693592
3032,58.550682539682555
3033,52.88162500000005
3034,44.32594871332372
3035,52.32275992063494
3036,109.58980423280416
3037,257.80540253727753
3038,528.0782884800384
3039,281.8516617965371
3040,159.04000686813177
3041,156.6785974765975
3042,206.31282208994705
3043,212.49934193121695
3044,173.22307623857628
3045,212.60018716931216
3046,251.74472396584883
3047,459.1733856421355
3048,523.041858465608
3049,541.784088624338
3050,735.5916111111109
3051,334.5632748917751
3052,318.55308417508434
3053,198.76506433381425
3054,161.5101727994228
3055,106.45659788359784
3056,68.61770568783069
3057,53.4658551587302
3058,52.14239616402117
3059,52.68030886243388
3060,80.54358567821063
3061,292.02945941558437
3062,615.9226720779224
3063,334.34916125541133
3064,192.5202065295814
3065,225.30384259259245
3066,209.6681364237612
3067,228.9897738095237
3068,244.81966005291
3069,161.08367941317945
3070,289.97688822751314
3071,430.7915609066856
3072,552.3305443121687
3073,549.5722625661363
3074,547.0795886243374
3075,351.60252092352096
3076,270.9818288840788
3077,251.0304062650311
3078,232.4446600529099
3079,146.55754316979312
3080,122.46741534391536
3081,110.11212698412692
3082,81.98796530784028
3083,54.706608465608475
3084,81.95225793650789
3085,134.7837043650793
3086,196.03107491582475
3087,204.52294660894643
3088,239.01296693121685
3089,191.14788443963425
3090,153.11427538665038
3091,147.5438785612535
3092,98.83844113756612
3093,87.15932076719577
3094,133.08399735449748
3095,163.50892742905242
3096,160.5713831908832
3097,205.99231499518984
3098,189.4398030904281
3099,176.2503798840048
3100,260.59387584175073
3101,277.5036582491581
3102,205.50755820105795
3103,106.08831481481477
3104,106.21439351851846
3105,64.13281547619044
3106,54.750280483405504
3107,56.06561111111112
3108,69.92957605820108
3109,73.13102843915341
3110,85.45137566137572
3111,125.55560714285724
3112,125.80530952380964
3113,126.50605820105832
3114,76.78087830687824
3115,74.64046957671954
3116,61.027214947089945
3117,114.51962962962963
3118,116.69345701058194
3119,96.10013888888892
3120,101.03730357142857
3121,122.4436025132274
3122,137.0133320105821
3123,142.8058222703222
3124,196.83839634439627
3125,162.20357539682527
3126,109.36675793650792
3127,79.35195039682532
3128,56.94297222222223
3129,45.08174236411739
3130,55.015599206349215
3131,73.87839947089944
3132,118.19420634920635
3133,318.24380928330913
3134,498.7803214285715
3135,329.32184734247227
3136,311.0176248797499
3137,244.10564592352068
3138,224.97738714526204
3139,194.42002729677708
3140,198.7324664502163
3141,195.2030114237612
3142,196.9724538840787
3143,276.6721734006733
3144,313.9644021164021
3145,302.32586441798946
3146,228.4921883116884
3147,232.62833513708517
3148,259.99649687349694
3149,204.4027870370371
3150,177.6538306878305
3151,138.160132936508
3152,131.0702638888889
3153,71.95856283068777
3154,77.63401124338617
3155,92.28933232045726
3156,196.16209523809505
3157,339.6045456349207
3158,376.31844246031767
3159,335.75660317460336
3160,320.2604212962962
3161,256.3332831890331
3162,212.1421329365079
3163,219.48110034872536
3164,221.91714399951888
3165,225.46873526936017
3166,199.49775811688295
3167,291.4644829244828
3168,210.71314285714288
3169,222.09059920634925
3170,237.1564637445888
3171,204.2837731481481
3172,229.69642604617604
3173,231.86726455026457
3174,194.86642460317444
3175,142.68972685185204
3176,128.41558201058206
3177,56.63220544733049
3178,55.12075595238098
3179,91.04326449938944
3180,143.68306944444464
3181,280.31347883597863
3182,358.19863359788366
3183,283.82101984126984
3184,316.3787202380952
3185,287.60542700817695
3186,208.4963882275132
3187,204.47628703703688
3188,156.28893253968278
3189,198.22102777777772
3190,199.70517857142852
3191,205.82921296296297
3192,485.9788724747474
3193,497.3842466931214
3194,402.10203445165934
3195,319.45890740740737
3196,378.9585370971621
3197,337.29617718855206
3198,287.0922993626744
3199,151.03204497354497
3200,109.31671891534388
3201,78.57465272690273
3202,82.89444902319899
3203,67.29281283068785
3204,111.47446097883598
3205,604.7328142736891
3206,365.10915277777787
3207,298.2875654761904
3208,421.2954292929291
3209,226.50973941798944
3210,235.702201058201
3211,205.8885066137566
3212,167.5861417147667
3213,241.0500304232803
3214,268.1171792328039
3215,338.0546395502646
3216,502.3071613756611
3217,507.6134027777773
3218,490.5103062169309
3219,286.94592328042313
3220,263.90474290524253
3221,295.0046007094757
3222,319.20756391293867
3223,124.1381878306878
3224,108.1864788359788
3225,106.47825462962956
3226,67.31736243386244
3227,111.32992195767196
3228,117.01257473544976
3229,326.44765410052935
3230,533.5836376863876
3231,472.2761064814811
3232,290.9386267436267
3233,177.73737235449727
3234,236.07281283068787
3235,241.4278617724866
3236,198.924531084656
3237,198.037199074074
3238,215.1130185185185
3239,236.48353108465588
3240,430.8436766474265
3241,336.21346164021173
3242,283.9345403439152
3243,157.5598454924704
3244,175.74242394179885
3245,204.5151112914862
3246,283.13218229918226
3247,210.99373941798933
3248,142.6354194925444
3249,110.3909034391534
3250,109.70403108465604
3251,105.62598478835976
3252,113.29579166666667
3253,120.80399537037042
3254,163.57772288359783
3255,199.33313293650775
3256,268.2525162938912
3257,164.15389682539683
3258,116.03702976190478
3259,114.60823611111108
3260,60.49979431216932
3261,64.24624801587301
3262,98.4939788359788
3263,122.78228835978824
3264,123.99573346560832
3265,122.06875529100512
3266,83.82486767399267
3267,64.66256944444443
3268,91.92196952584452
3269,154.9929642857143
3270,133.2709087301588
3271,66.17282792207793
3272,59.03098851611354
3273,53.3121951058201
3274,43.956308201058235
3275,37.542320767195775
3276,43.35859788359789
3277,41.74930621693123
3278,40.185665343915346
3279,40.10747552910054
3280,52.28144246031746
3281,61.249171296296325
3282,59.67045905483408
3283,60.18864484126985
3284,48.52390175565178
3285,59.59406090668594
3286,48.28016167628672
3287,60.17233471620975
3288,78.17458531746031
3289,128.50521759259252
3290,130.10011441798935
3291,145.33048809523817
3292,139.55443518518518
3293,133.36255952380944
3294,119.51490013227505
3295,85.9437254782255
3296,57.41432341269841
3297,45.45000264550267
3298,40.58067977392974
3299,43.68642953342955
3300,137.68580224867728
3301,197.4701779100527
3302,200.52383152958143
3303,155.5158571428572
3304,142.1762665343916
3305,168.00416030728536
3306,176.16813054538048
3307,180.08895329670324
3308,107.8227123015873
3309,169.5608349104599
3310,176.62191361416347
3311,205.54711640211636
3312,281.81400595238085
3313,228.61640656565652
3314,209.17554761904756
3315,195.9665861592111
3316,160.85751388888903
3317,178.8941245929995
3318,128.09727513227512
3319,83.69296560846551
3320,78.95563955026444
3321,45.14416534391536
3322,44.0224420995671
3323,49.02037103174606
3324,146.74185317460325
3325,189.79994991582475
3326,197.6509724025973
3327,193.62960467772947
3328,191.7156727994227
3329,179.4179314713064
3330,148.65570767195774
3331,149.1129933862435
3332,134.83057870370376
3333,135.09083267195768
3334,155.91442989418002
3335,191.75666420153908
3336,207.68669312169308
3337,189.3316999158248
3338,183.35596380471375
3339,135.796351851852
3340,152.76473280423292
3341,143.77171891534397
3342,169.20194113756608
3343,125.30078571428568
3344,60.59527976190475
3345,41.21890506253005
3346,55.32871230158731
3347,71.90134259259257
3348,128.85141798941797
3349,238.68135762385756
3350,336.60572883597877
3351,320.0319272486771
3352,257.86222330447293
3353,187.27027861952857
3354,202.7615524290523
3355,187.6077686988936
3356,159.04481985144497
3357,189.29314832852313
3358,190.6892488576237
3359,288.1956915584414
3360,289.38252886002874
3361,233.549612193362
3362,229.170388047138
3363,196.75692875180377
3364,188.4574485930735
3365,178.24369536019523
3366,178.10616684704166
3367,153.34168650793657
3368,44.895837602212595
3369,45.61103601491102
3370,40.88980357142857
3371,60.06153902116399
3372,145.00039417989427
3373,281.2342671957672
3374,342.14497234247216
3375,285.7304613997114
3376,292.6162246272245
3377,221.65491997354485
3378,191.54862848725347
3379,189.7998467412216
3380,153.72472685185193
3381,210.52250992063497
3382,208.876626984127
3383,213.93736772486776
3384,227.15385383597885
3385,226.707955026455
3386,210.8957235449736
3387,226.99351785714288
3388,233.87740957190948
3389,205.356861952862
3390,188.81920454545437
3391,155.74116798941807
3392,122.71577050264548
3393,142.12016997354505
3394,56.48239682539688
3395,71.80725529100526
3396,86.02150198412696
3397,276.2543855820105
3398,314.6178883477631
3399,306.6960026455026
3400,291.8108829365079
3401,204.19389417989413
3402,185.88470917508417
3403,194.4298903920153
3404,195.1035709475709
3405,192.7160848364597
3406,193.88760666185655
3407,209.91790013227515
3408,224.58425198412695
3409,260.3478822751321
3410,225.91867989417983
3411,220.37178505291004
3412,232.85066618566609
3413,194.74821512746504
3414,155.8866613756614
3415,126.75145304232802
3416,112.76620171957666
3417,85.41073809523802
3418,63.51189682539678
3419,71.39130657768159
3420,117.81919113756612
3421,115.57404828042326
3422,145.65765824915823
3423,268.87282551707574
3424,349.6796957070706
3425,362.05235389610374
3426,311.48417526455046
3427,229.4384451058199
3428,149.20693386243386
3429,115.2166111111111
3430,125.6516957671957
3431,120.24791534391522
3432,140.1040591168091
3433,173.90930441317937
3434,179.16402398989877
3435,230.10592989417972
3436,201.8521145983645
3437,253.45412451899944
3438,187.09345039682515
3439,165.28901737614228
3440,110.07208399470896
3441,59.15723653198654
3442,65.28069510582013
3443,53.7880551948052
3444,54.91788852813854
3445,57.255748677248704
3446,68.83511706349209
3447,111.08817989417987
3448,115.677187950938
3449,78.2421435185185
3450,78.5165324074074
3451,55.52326785714289
3452,55.27935317460319
3453,68.47386838624337
3454,95.48284854497346
3455,100.72915806878304
3456,122.50632870370356
3457,143.89271454008963
3458,160.4683209475709
3459,167.9050755772005
3460,161.68107208994695
3461,159.89744510582003
3462,169.53615013227508
3463,80.1944047110297
3464,61.93390542328043
3465,56.1979794973545
3466,41.07983994708995
3467,55.698682840307846
3468,106.01015740740732
3469,203.5192301587302
3470,273.97031613756604
3471,199.26623214285712
3472,202.52502248677237
3473,198.66988888888872
3474,170.60965957190956
3475,151.92047644485135
3476,145.34379985754978
3477,149.54554449254445
3478,150.55015824915822
3479,211.6452559523809
3480,240.404368205868
3481,211.17855555555545
3482,195.86750264550253
3483,157.30848496873492
3484,152.63335600048097
3485,132.72369264069258
3486,112.9732751322751
3487,130.22530886243393
3488,57.706962301587325
3489,40.24742646705144
3490,43.9179526815777
3491,43.998467893217885
3492,56.627093253968305
3493,279.0381712962963
3494,300.4943458994707
3495,286.54209523809527
3496,228.9873458994709
3497,201.5605390211638
3498,210.4205052910052
3499,204.20553637566124
3500,195.40861592111577
3501,194.99597107984587
3502,194.6771190476188
3503,201.93411111111104
3504,223.88432521645015
3505,214.93897949735444
3506,207.4034682539682
3507,192.74939947089936
3508,198.59620502645495
3509,191.49568849206335
3510,172.08293007455498
3511,150.6459583333334
3512,127.82496164021168
3513,70.15762169312163
3514,54.13218055555558
3515,54.351347222222245
3516,145.9843505291006
3517,279.68186574074065
3518,321.36139814814794
3519,195.91052513227496
3520,172.6224599104598
3521,198.2839518999518
3522,178.20344734432226
3523,179.6268613654863
3524,135.16564814814816
3525,169.8937747252748
3526,158.26038095238113
3527,190.51855158730152
3528,184.6818759157508
3529,159.43677447089954
3530,161.50443320105836
3531,140.22571164021173
3532,136.97314947089953
3533,82.9380555555555
3534,127.33851124338632
3535,78.61428607503599
3536,61.765643939393925
3537,45.90821260221264
3538,43.74939351851855
3539,67.76229894179895
3540,127.4657559523809
3541,209.71508333333335
3542,210.055253968254
3543,192.84804383116867
3544,208.8498333333332
3545,196.293861111111
3546,200.8875218253968
3547,170.14160276760282
3548,135.21438161375664
3549,135.63461309523814
3550,146.03837500000003
3551,188.38341534391523
3552,181.74805621693113
3553,190.6748412698412
3554,159.3004444444445
3555,90.1542393671144
3556,131.9259708994709
3557,138.58514814814816
3558,128.81256746031747
3559,126.27909391534394
3560,79.67040471102969
3561,70.29007076719576
3562,58.38340079365083
3563,63.92724206349211
3564,114.75012235449732
3565,222.8607208994709
3566,353.8172797619047
3567,276.0540383597886
3568,232.86116865079364
3569,256.3016055796057
3570,290.4879025372775
3571,216.22493801106293
3572,178.14213576238572
3573,200.6489856301104
3574,270.4070773809524
3575,139.31523967236464
3576,217.05182671957675
3577,244.1358313492063
3578,238.92857539682544
3579,165.12906168831165
3580,148.4665059523809
3581,170.67313047138043
3582,123.17940476190476
3583,107.03339219576716
3584,54.432177248677256
3585,50.00897649110152
3586,53.04706415343919
3587,48.45642887205391
3588,52.63852777777778
3589,77.98541732804233
3590,122.88826851851852
3591,184.4142958152957
3592,196.1311119528617
3593,165.26826877289372
3594,114.15242803030304
3595,114.240387025012
3596,96.34951984126978
3597,100.74831547619044
3598,120.50846031746023
3599,120.96488756613743
3600,170.4729691697191
3601,169.2046735347985
3602,169.57133160358157
3603,122.37527050264544
3604,192.59008748196237
3605,181.65818867243857
3606,123.28920436507931
3607,106.57351719576718
3608,68.42057671957673
3609,68.61945833333333
3610,48.075569745069785
3611,47.34633958633961
3612,47.276657046657085
3613,53.35822486772492
3614,73.90869877344876
3615,86.94887296499799
3616,78.4514933862433
3617,87.68104822954822
3618,77.40952111314614
3619,61.76030423280424
3620,48.92838985088988
3621,57.831757936507955
3622,62.124258597883575
3623,73.7189953703703
3624,90.12373346560844
3625,126.85732804232796
3626,144.40943650793653
3627,163.62636177248675
3628,186.74350793650788
3629,154.65096248196235
3630,108.479912037037
3631,107.6084887566137
3632,67.20060317460319
3633,53.92985978835983
3634,44.590246031746055
3635,61.62728769841273
3636,121.0858002645502
3637,234.00246957671953
3638,239.1662876984128
3639,249.5006393097644
3640,157.61757756132758
3641,135.37992551892555
3642,161.63973768823772
3643,141.19218676231188
3644,119.4907440476191
3645,144.5345271164022
3646,144.58788955026455
3647,159.04538359788376
3648,170.02127314814817
3649,200.0530694444445
3650,188.09010078347575
3651,166.20694576719583
3652,152.15096248196247
3653,141.55529647667134
3654,113.43645304232808
3655,76.48494373219374
3656,57.44539748677249
3657,64.4268670634921
3658,55.97953240740743
3659,68.80553439153438
3660,117.35568518518514
3661,222.61907142857143
3662,315.5812374338627
3663,258.6149210557963
3664,288.62467616642607
3665,233.52069510582
3666,147.88224687349685
3667,94.66752910052908
3668,101.07579894179894
3669,133.854140873016
3670,126.6324351851851
3671,175.1352442279942
3672,175.2155257936507
3673,173.20246230158725
3674,170.95853042328042
3675,168.1329427146928
3676,170.09981679894176
3677,172.869531084656
3678,133.0903544973544
3679,104.15814748677248
3680,77.29442918192916
3681,57.93510888648392
3682,56.84625066137565
3683,57.61755026455029
3684,114.35706679894176
3685,138.30145899470898
3686,164.3467083333333
3687,174.82009854497343
3688,178.45428108465603
3689,163.66101877289373
3690,115.88387644300155
3691,117.62816678691682
3692,94.67190476190471
3693,87.72483664021162
3694,123.3942288359788
3695,163.42224562474564
3696,140.0176391432642
3697,176.89489832852328
3698,143.66944932844942
3699,160.12586136548634
3700,143.99437393162404
3701,147.31536375661372
3702,129.32750661375664
3703,105.29026917989415
3704,65.56205753968254
3705,50.07245268157771
3706,45.4445452741703
3707,65.80309986772487
3708,64.77773647186149
3709,161.38508928571426
3710,218.880716931217
3711,183.12738822751317
3712,131.20749537037045
3713,145.76841997354504
3714,108.34353517316018
3715,93.7015753968254
3716,91.07683399470896
3717,114.17929960317458
3718,120.82039351851842
3719,129.9934120370371
3720,154.2401794871795
3721,164.78577274114772
3722,153.53709020146522
3723,139.4536580687832
3724,127.00843187830688
3725,157.5086197089947
3726,110.06325462962968
3727,100.35142857142851
3728,49.37352609427612
3729,41.34832407407406
3730,40.07912433862432
3731,47.282949074074104
3732,65.18590013227518
3733,148.0698187830688
3734,157.77582954545457
3735,145.85086070411066
3736,146.33170924908427
3737,114.7556066017316
3738,96.2439312169312
3739,76.28474735449731
3740,54.71656349206351
3741,68.68610846560846
3742,79.41042394179891
3743,89.30181746031748
3744,97.47362499999994
3745,121.4227473544973
3746,120.01823082010574
3747,85.96371230158728
3748,90.96180219780216
3749,133.69115013227508
3750,103.56818584656082
3751,77.01997919672915
3752,48.120905062530106
3753,42.01679497354497
3754,43.58740873015873
3755,49.84252976190479
3756,47.64740043290047
3757,114.0776514550264
3758,121.20468386243384
3759,84.46469083694076
3760,83.6993733766233
3761,71.67638425925924
3762,77.78355886243384
3763,62.02878571428573
3764,54.712380952380975
3765,55.561680555555576
3766,59.37213492063493
3767,60.0476613756614
3768,92.19800992063486
3769,121.94529629629623
3770,138.93464219576725
3771,122.726281084656
3772,90.990453042328
3773,84.44786441798944
3774,61.23279936267439
3775,54.298269841269864
3776,50.85409325396827
3777,54.80732407407406
3778,44.128054232804246
3779,54.25798971861472
3780,52.35326256613757
3781,48.56066829004333
3782,57.793708994709014
3783,116.07086640211644
3784,88.1898697089947
3785,114.35903186628178
3786,96.23012698412694
3787,54.6775277777778
3788,53.96750625300625
3789,53.99987331649831
3790,54.42004960317463
3791,54.72290277777781
3792,57.244500000000016
3793,86.84572552910053
3794,83.50986838624335
3795,119.18286640211636
3796,167.2401781644282
3797,93.03175859788352
3798,74.72844179894176
3799,62.60826785714288
3800,53.23376190476195
3801,41.39262103174602
3802,38.12280555555556
3803,51.85799104136605
3804,84.65918187830684
3805,137.27060383597885
3806,164.1370517676768
3807,232.35875132275123
3808,190.9680153920152
3809,129.09300529100545
3810,127.80925132275142
3811,83.9338915343915
3812,70.61725925925924
3813,66.04797222222223
3814,99.33110515873008
3815,128.38776256613755
3816,135.7567711640212
3817,129.26281084656074
3818,166.71475356125362
3819,145.73995660358165
3820,126.06541931216924
3821,95.6274834147334
3822,100.75441137566132
3823,58.38851785714288
3824,56.82884523809525
3825,49.11422516835019
3826,52.27985912698413
3827,52.07623508898509
3828,108.89215608465608
3829,220.19506679894175
3830,277.8574349446849
3831,273.8728244949494
3832,198.13174951899936
3833,164.48085938135938
3834,135.28795911495914
3835,136.6252096560847
3836,104.04451984126985
3837,138.78515740740747
3838,138.56652513227513
3839,106.93536507936508
3840,82.91720634920628
3841,108.6826746031746
3842,159.26896362433874
3843,196.18050330687825
3844,201.25292724867717
3845,176.64448570411065
3846,128.68225330687835
3847,128.2238247354498
3848,91.99364417989412
3849,80.52097156084646
3850,74.44370304232795
3851,80.22588822751314
3852,129.80419973544977
3853,194.2930623496872
3854,203.38331565656551
3855,133.26993187830692
3856,133.60906361231355
3857,151.26514748677258
3858,130.95147234247236
3859,124.0797282948533
3860,101.24786574074076
3861,153.55246693121703
3862,135.16115410052927
3863,163.21426340788838
3864,155.364150974026
3865,166.92149356661852
3866,165.05096850834352
3867,144.70069932844945
3868,128.0012242063492
3869,132.48762169312172
3870,108.05624735449736
3871,74.94187433862432
3872,49.07468680856184
3873,43.62124338624336
3874,44.3314444444445
3875,47.766289321789344
3876,72.83084224109226
3877,127.90074735449734
3878,125.9191851851852
3879,112.62902843915346
3880,114.27311772486772
3881,115.04938900913908
3882,114.68940686628184
3883,113.76425739538234
3884,116.50282142857144
3885,101.42203835978832
3886,124.96416534391524
3887,167.4378791486292
3888,171.5215035612535
3889,172.14781415343916
3890,153.54669312169318
3891,135.94849867724878
3892,168.99359483109484
3893,146.2188849206349
3894,89.38881211843706
3895,87.30582336182331
3896,73.25686441798936
3897,39.51963017075515
3898,34.89971164021164
3899,45.262558501683515
3900,76.72250692363185
3901,173.9784305555555
3902,197.47453968253976
3903,174.99235780423282
3904,162.6492317358568
3905,164.83729125966633
3906,153.07662500000012
3907,62.90154034391534
3908,60.1934252645503
3909,60.19345701058204
3910,97.58097156084658
3911,136.61581613756616
3912,135.70620634920635
3913,138.0426686507937
3914,161.17268915343934
3915,147.59939219576725
3916,173.6458075396825
3917,165.37671560846576
3918,126.71750859788364
3919,92.45711640211636
3920,70.34748544973546
3921,45.29142791005293
3922,44.21158399470902
3923,53.34780032467533
3924,56.45318386243388
3925,60.34347817460314
3926,57.23433928571429
3927,44.75763720538722
3928,57.91278769841272
3929,56.73797691197692
3930,57.33888888888892
3931,56.30321103896107
3932,46.73950096200102
3933,55.97682810245311
3934,59.82948015873016
3935,63.28505357142854
3936,99.1327863756614
3937,191.7412726671476
3938,174.28378001628005
3939,137.55971759259262
3940,100.51575793650792
3941,152.7559854497356
3942,154.86987235449735
3943,126.54918320105816
3944,86.95741269841265
3945,85.36131812169307
3946,67.85766798941798
3947,59.30664616402112
3948,52.04709986772488
3949,71.44828108465612
3950,83.55502218614716
3951,131.31029034391534
3952,129.50726400913896
3953,105.9885297619048
3954,87.88570833333334
3955,42.39665211640213
3956,39.05396416546416
3957,54.844734788359794
3958,60.086942460317466
3959,78.71840608465608
3960,107.67827579365078
3961,158.62960185185204
3962,174.8536556776557
3963,165.19246693121713
3964,141.439302910053
3965,146.94030489417997
3966,128.9152771164021
3967,83.06026322751315
3968,55.94549801587304
3969,45.5836596921597
3970,42.28749867724869
3971,42.32042526455027
3972,62.70653968253962
3973,156.7890912698414
3974,225.27616203703695
3975,217.0213849206349
3976,192.65470256132744
3977,155.2528276353276
3978,117.57375342712844
3979,96.935619047619
3980,78.05620370370364
3981,99.07610912698406
3982,102.62925396825388
3983,142.96728505291003
3984,143.69679894179896
3985,162.67129919617426
3986,167.44911599511605
