Datetime,CO(GT),NMHC(GT),T,RH,AH,hour,dayofweek,month
2004-05-20 06:00:00,0.9,106.82093915343913,15.8,59.0,1.0495,6,3,5
2004-05-20 07:00:00,2.8,320.2241805555557,16.6,55.9,1.0486,7,3,5
2004-05-20 08:00:00,5.4,863.7339880952379,18.7,52.8,1.1279,8,3,5
2004-05-20 09:00:00,4.0,507.5872932299179,20.7,46.4,1.1227,9,3,5
2004-05-20 10:00:00,2.2,240.45431878306889,26.1,30.0,0.9972,10,3,5
2004-05-20 11:00:00,2.2,240.66263161375673,28.6,25.8,0.9989,11,3,5
2004-05-20 12:00:00,2.0,204.68589748677257,30.3,23.3,0.9869,12,3,5
2004-05-20 13:00:00,2.0,221.4045423280424,31.3,22.3,1.0043,13,3,5
2004-05-20 14:00:00,1.9,209.81325462962965,31.1,22.3,0.9888,14,3,5
2004-05-20 15:00:00,2.7,342.99171735209234,32.4,20.4,0.9732,15,3,5
2004-05-20 16:00:00,2.2,250.32416005290992,32.6,19.3,0.935,16,3,5
2004-05-20 17:00:00,3.5,530.7264953703703,31.2,20.3,0.9064,17,3,5
2004-05-20 18:00:00,4.1,585.6701051587294,27.7,24.8,0.9106,18,3,5
2004-05-20 19:00:00,4.4,650.4497658730155,25.7,27.9,0.908,19,3,5
2004-05-20 20:00:00,4.5,628.8244861111103,24.1,29.9,0.8879,20,3,5
2004-05-20 21:00:00,2.9,359.1817572751326,22.2,34.4,0.9072,21,3,5
2004-05-20 22:00:00,2.6,306.2579477513228,20.7,38.0,0.9149,22,3,5
2004-05-20 23:00:00,2.1,240.8817261904761,20.2,42.8,0.9983,23,3,5
2004-05-21 00:00:00,1.2,111.29783134920629,20.5,42.0,1.0004,0,4,5
2004-05-21 01:00:00,0.6,64.53219817219818,20.1,42.0,0.9763,1,4,5
2004-05-21 02:00:00,0.3,50.377120670995645,20.0,41.5,0.9571,2,4,5
2004-05-21 03:00:00,0.3,52.568248376623345,16.3,51.6,0.9461,3,4,5
2004-05-21 04:00:00,0.48593259869420374,50.95329629629632,16.5,50.2,0.932,4,4,5
2004-05-21 05:00:00,0.3,48.846705327080294,16.4,50.2,0.931,5,4,5
2004-05-21 06:00:00,0.7,111.12157275132282,14.9,54.7,0.9203,6,4,5
2004-05-21 07:00:00,4.2,580.4967116402114,16.4,51.3,0.9474,7,4,5
2004-05-21 08:00:00,4.8,751.5107187349683,18.2,46.2,0.9575,8,4,5
2004-05-21 09:00:00,3.4,443.30093783068753,20.7,40.0,0.9639,9,4,5
2004-05-21 10:00:00,2.8,374.3506293891293,26.5,27.0,0.9217,10,4,5
2004-05-21 11:00:00,1.8,190.37854629629638,28.5,23.8,0.915,11,4,5
2004-05-21 12:00:00,1.9,204.74580886243393,29.7,23.7,0.9714,12,4,5
2004-05-21 13:00:00,2.0,230.22183201058215,31.7,21.7,0.9966,13,4,5
2004-05-21 14:00:00,1.9,222.2055145502647,31.7,21.5,0.9902,14,4,5
2004-05-21 15:00:00,2.0,222.47136441798955,32.8,19.5,0.9515,15,4,5
2004-05-21 16:00:00,2.3,283.8683445767195,32.5,18.6,0.8948,16,4,5
2004-05-21 17:00:00,2.7,233.04105224867726,30.2,22.6,0.9524,17,4,5
2004-05-21 18:00:00,3.6,532.1931891534387,27.6,25.7,0.9382,18,4,5
2004-05-21 19:00:00,3.8,537.6960059523801,25.9,24.9,0.8195,19,4,5
2004-05-21 20:00:00,3.5,445.7157883597885,23.9,29.4,0.8589,20,4,5
2004-05-21 21:00:00,2.5,312.62932804232815,22.3,32.1,0.8515,21,4,5
2004-05-21 22:00:00,2.5,314.48673575036054,20.5,35.9,0.8565,22,4,5
2004-05-21 23:00:00,3.0,418.4675343915347,19.8,37.2,0.8509,23,4,5
2004-05-22 00:00:00,3.7,502.7217469336219,19.1,41.9,0.9158,0,5,5
2004-05-22 01:00:00,3.3,468.34004629629646,17.8,46.1,0.9344,1,5,5
2004-05-22 02:00:00,1.5,147.10374140211636,17.6,47.6,0.9465,2,5,5
2004-05-22 03:00:00,0.7,107.44687367724872,17.9,46.3,0.9394,3,5,5
2004-05-22 04:00:00,0.6978852189456578,72.32932076719575,16.9,49.8,0.9544,4,5,5
2004-05-22 05:00:00,0.5,55.904986772486794,15.8,53.8,0.9615,5,5,5
2004-05-22 06:00:00,0.5,70.8009652569653,16.5,53.5,0.9928,6,5,5
2004-05-22 07:00:00,1.2,126.47238690476185,17.2,52.9,1.0276,7,5,5
2004-05-22 08:00:00,2.2,258.7319748677247,19.3,48.3,1.0723,8,5,5
2004-05-22 09:00:00,2.2,229.5038650793651,20.6,47.1,1.1287,9,5,5
2004-05-22 10:00:00,2.1,208.82466239778734,23.7,40.0,1.153,10,5,5
2004-05-22 11:00:00,1.8,202.42470634920625,25.6,32.5,1.053,11,5,5
2004-05-22 12:00:00,2.2,245.85447486772492,27.2,28.1,0.9989,12,5,5
2004-05-22 13:00:00,2.0,219.1084186507937,27.9,28.1,1.0394,13,5,5
2004-05-22 14:00:00,1.4,153.2635538258038,28.3,27.8,1.0539,14,5,5
2004-05-22 15:00:00,1.8,178.52009325396818,29.2,27.0,1.081,15,5,5
2004-05-22 16:00:00,2.1,230.8160853174604,28.9,29.3,1.1503,16,5,5
2004-05-22 17:00:00,2.8,297.5317380952381,25.4,39.8,1.2771,17,5,5
2004-05-22 18:00:00,2.8,295.3605972222222,25.2,40.1,1.2642,18,5,5
2004-05-22 19:00:00,2.7,308.30430158730144,24.5,39.4,1.1963,19,5,5
2004-05-22 20:00:00,1.8,174.73791203703695,22.3,45.4,1.2088,20,5,5
2004-05-22 21:00:00,1.2,122.12420833333333,21.2,48.3,1.2034,21,5,5
2004-05-22 22:00:00,2.6,240.7804975348726,20.6,50.5,1.2082,22,5,5
2004-05-22 23:00:00,3.1,335.3983623136123,20.2,52.9,1.234,23,5,5
2004-05-23 00:00:00,4.1,477.24795105820084,19.8,54.5,1.2488,0,6,5
2004-05-23 01:00:00,3.6,408.2095654761902,19.5,56.2,1.2624,1,6,5
2004-05-23 02:00:00,1.9,176.6469530423281,19.0,58.0,1.2581,2,6,5
2004-05-23 03:00:00,1.9,195.53077645502657,18.1,61.6,1.2679,3,6,5
2004-05-23 04:00:00,0.939481335598629,84.55548870573868,18.0,57.6,1.1788,4,6,5
2004-05-23 05:00:00,0.3,52.42320502645503,17.7,56.0,1.1215,5,6,5
2004-05-23 06:00:00,0.4,53.24931746031744,17.9,52.4,1.0655,6,6,5
2004-05-23 07:00:00,0.8,71.35934457671961,18.9,49.3,1.0668,7,6,5
2004-05-23 08:00:00,0.8,76.50516793854298,20.0,48.6,1.1199,8,6,5
2004-05-23 09:00:00,0.8,63.82993055555555,20.6,41.2,0.9841,9,6,5
2004-05-23 10:00:00,0.8,76.69002314814809,23.6,34.0,0.9749,10,6,5
2004-05-23 11:00:00,0.9,83.18433994708997,26.7,28.1,0.9688,11,6,5
2004-05-23 12:00:00,1.2,98.0452585978836,26.8,28.1,0.9785,12,6,5
2004-05-23 13:00:00,1.0,84.61353108465607,27.7,25.8,0.9467,13,6,5
2004-05-23 14:00:00,0.8,59.20541203703704,28.8,22.7,0.8864,14,6,5
2004-05-23 15:00:00,1.1,97.39406613756616,26.8,27.3,0.9462,15,6,5
2004-05-23 16:00:00,1.5,121.74825992063485,25.9,28.7,0.9423,16,6,5
2004-05-23 17:00:00,1.5,126.34353769841265,25.8,27.7,0.9076,17,6,5
2004-05-23 18:00:00,1.4,119.34067923280422,24.8,29.5,0.9077,18,6,5
2004-05-23 19:00:00,1.1,120.91832407407405,25.3,36.3,1.1513,19,6,5
2004-05-23 20:00:00,0.9,109.61206415343918,23.9,40.4,1.1787,20,6,5
2004-05-23 21:00:00,1.0,120.50714087301586,21.4,46.6,1.1764,21,6,5
2004-05-23 22:00:00,1.1,124.8109821428572,20.5,49.3,1.173,22,6,5
2004-05-23 23:00:00,1.0,84.17723015873014,19.2,42.3,0.9339,23,6,5
2004-05-24 00:00:00,0.7,80.40916798941794,19.2,37.9,0.8352,0,0,5
2004-05-24 01:00:00,0.5,45.1634745069745,17.2,43.1,0.8394,1,0,5
2004-05-24 02:00:00,0.2,32.10469841269842,15.8,45.2,0.8052,2,0,5
2004-05-24 03:00:00,0.26349720468121196,24.43425198412698,15.7,42.3,0.7464,3,0,5
2004-05-24 04:00:00,0.2390940076588687,24.0017328042328,16.3,41.0,0.7513,4,0,5
2004-05-24 05:00:00,0.1,20.054359126984135,16.1,36.5,0.664,5,0,5
2004-05-24 06:00:00,0.5,52.50184325396829,16.5,36.2,0.6752,6,0,5
2004-05-24 07:00:00,1.6,148.1010958994709,17.5,30.9,0.6111,7,0,5
2004-05-24 08:00:00,2.0,187.39369793169797,18.4,24.0,0.5046,8,0,5
2004-05-24 09:00:00,1.3,117.37598280423279,19.2,23.8,0.5235,9,0,5
2004-05-24 10:00:00,1.0,110.4045484006734,21.7,18.1,0.4642,10,0,5
2004-05-24 11:00:00,0.9,109.54453252765751,22.3,17.0,0.4513,11,0,5
2004-05-24 12:00:00,1.2,112.89984325396823,22.8,16.1,0.4404,12,0,5
2004-05-24 13:00:00,1.3,123.04891534391544,23.8,14.5,0.4222,13,0,5
2004-05-24 14:00:00,1.1,116.96150066137567,25.1,13.1,0.4129,14,0,5
2004-05-24 15:00:00,1.2,124.65617923280433,25.8,12.9,0.4219,15,0,5
2004-05-24 16:00:00,1.4,132.37825768213273,25.5,14.0,0.4495,16,0,5
2004-05-24 17:00:00,2.0,205.21522354497347,24.5,15.4,0.4663,17,0,5
2004-05-24 18:00:00,2.4,289.93921410533886,22.6,17.2,0.4656,18,0,5
2004-05-24 19:00:00,2.1,229.0671865079364,21.2,18.9,0.471,19,0,5
2004-05-24 20:00:00,1.2,119.23742261904759,19.1,22.8,0.501,20,0,5
2004-05-24 21:00:00,0.7,109.38616203703704,18.4,24.6,0.5169,21,0,5
2004-05-24 22:00:00,0.7,107.8202533068783,17.3,25.6,0.5032,22,0,5
2004-05-24 23:00:00,0.8,107.73626521164023,16.5,24.9,0.4642,23,0,5
2004-05-25 00:00:00,0.5,88.7137943121693,16.7,28.3,0.5316,0,1,5
2004-05-25 01:00:00,0.2,52.11489652477154,15.5,32.2,0.5641,1,1,5
2004-05-25 02:00:00,0.4091461482446938,25.34574007936509,17.5,29.1,0.5773,2,1,5
2004-05-25 03:00:00,0.39559242281733537,25.7550773809524,13.3,35.6,0.5393,3,1,5
2004-05-25 04:00:00,0.37311117160667284,22.387634259259286,14.0,33.7,0.5355,4,1,5
2004-05-25 05:00:00,0.1,34.74520568783069,11.6,40.0,0.5462,5,1,5
2004-05-25 06:00:00,0.2,49.374919312169304,13.4,34.5,0.5272,6,1,5
2004-05-25 07:00:00,1.1,119.0130912698412,15.2,31.0,0.5329,7,1,5
2004-05-25 08:00:00,3.0,522.9880588624341,16.3,27.5,0.5066,8,1,5
2004-05-25 09:00:00,2.1,243.72197552910026,19.2,20.0,0.439,9,1,5
2004-05-25 10:00:00,2.6,296.35417442279925,24.9,13.0,0.4038,10,1,5
2004-05-25 11:00:00,3.2,466.2110390211638,28.3,9.9,0.3754,11,1,5
2004-05-25 12:00:00,2.1,238.68770881433355,29.2,9.8,0.3914,12,1,5
2004-05-25 13:00:00,2.2,268.1939203944201,31.6,9.2,0.419,13,1,5
2004-05-25 14:00:00,2.4,342.1650844155844,32.6,9.3,0.4499,14,1,5
2004-05-25 15:00:00,1.9252002056229829,208.6954226190474,32.6,9.2,0.4463,15,1,5
2004-05-25 16:00:00,1.9377878094353143,206.08157473544958,32.3,10.0,0.4747,16,1,5
2004-05-25 17:00:00,1.9347106327102013,223.04685094997572,32.1,10.7,0.4996,17,1,5
2004-05-25 18:00:00,3.0730243479437274,361.64367460317465,29.7,12.2,0.5007,18,1,5
2004-05-25 19:00:00,1.850329204603326,168.6272195767196,29.08,13.766666666666666,0.5235866666666666,19,1,5
2004-05-25 20:00:00,1.8391107302969063,167.42525529100533,28.46,15.333333333333334,0.5464733333333334,20,1,5
2004-05-25 21:00:00,1.859832802172174,166.5093783068783,27.84,16.9,0.56936,21,1,5
2004-05-25 22:00:00,1.8034424283680983,161.28561838624336,27.22,18.46666666666667,0.5922466666666667,22,1,5
2004-05-25 23:00:00,1.6865693942289741,155.48784259259259,26.599999999999998,20.033333333333335,0.6151333333333333,23,1,5
2004-05-26 00:00:00,1.8473747638752744,161.6993293650794,25.98,21.6,0.63802,0,2,5
2004-05-26 01:00:00,1.83972261709418,161.91388095238096,25.36,23.166666666666668,0.6609066666666666,1,2,5
2004-05-26 02:00:00,1.8357313414172423,162.2689960317461,24.74,24.733333333333334,0.6837933333333334,2,2,5
2004-05-26 03:00:00,1.8316271086130094,162.11712301587306,24.119999999999997,26.3,0.70668,3,2,5
2004-05-26 04:00:00,1.819448537389198,162.06779894179897,23.5,27.86666666666667,0.7295666666666667,4,2,5
2004-05-26 05:00:00,1.803322098482244,162.60912830687832,22.88,29.433333333333337,0.7524533333333333,5,2,5
2004-05-26 06:00:00,1.781016455788933,164.24850132275134,22.259999999999998,31.000000000000004,0.77534,6,2,5
2004-05-26 07:00:00,1.8851592863259887,169.69030291005296,21.64,32.56666666666667,0.7982266666666666,7,2,5
2004-05-26 08:00:00,1.9303280429787415,171.3774107142858,21.02,34.13333333333334,0.8211133333333333,8,2,5
2004-05-26 09:00:00,4.0,652.3354107142854,20.4,35.7,0.844,9,2,5
2004-05-26 10:00:00,2.2,243.17907936507913,26.1,23.8,0.7938,10,2,5
2004-05-26 11:00:00,1.8,210.56672204184682,28.8,21.1,0.8193,11,2,5
2004-05-26 12:00:00,1.6,193.4680853174602,29.6,19.4,0.7897,12,2,5
2004-05-26 13:00:00,1.8,216.16295683020664,31.6,16.4,0.7489,13,2,5
2004-05-26 14:00:00,1.6,192.7889444444444,32.3,13.3,0.6303,14,2,5
2004-05-26 15:00:00,1.6,193.23532936507934,31.8,13.5,0.6249,15,2,5
2004-05-26 16:00:00,1.3,149.97224687349683,31.8,13.8,0.6394,16,2,5
2004-05-26 17:00:00,2.403233715017241,286.0548185425684,31.0,15.9,0.7039,17,2,5
2004-05-26 18:00:00,2.5969103149931745,317.27207539682536,28.6,18.7,0.7216,18,2,5
2004-05-26 19:00:00,2.6008742748808955,315.773992063492,26.7,19.5,0.6754,19,2,5
2004-05-26 20:00:00,2.520622641028084,298.74063888888867,25.0,24.4,0.7616,20,2,5
2004-05-26 21:00:00,1.977474597527156,222.02491384078868,22.8,28.4,0.7804,21,2,5
2004-05-26 22:00:00,1.9801661210717607,190.47759872534863,21.7,29.2,0.7458,22,2,5
2004-05-26 23:00:00,2.007451614978847,225.94519955507445,21.1,30.9,0.7617,23,2,5
2004-05-27 00:00:00,1.9509612555581335,181.4521040163539,19.9,36.3,0.8349,0,3,5
2004-05-27 01:00:00,1.317117232321153,119.82116600529092,18.6,39.3,0.8355,1,3,5
2004-05-27 02:00:00,0.5728738683156855,56.758748015873024,18.6,38.8,0.8228,2,3,5
2004-05-27 03:00:00,0.4087039765111142,42.981232443482426,19.0,38.9,0.8468,3,3,5
2004-05-27 04:00:00,0.3923681636163832,40.68043584656083,18.0,40.9,0.8394,4,3,5
2004-05-27 05:00:00,0.8589983168117553,73.82095171957673,15.5,48.6,0.8505,5,3,5
2004-05-27 06:00:00,1.4257008506033064,123.3951130952381,16.0,47.9,0.8659,6,3,5
2004-05-27 07:00:00,3.110330952380955,335.3225582010582,17.0,46.0,0.883,7,3,5
2004-05-27 08:00:00,3.8801038258038276,399.50205621693135,19.0,41.6,0.9039,8,3,5
2004-05-27 09:00:00,2.9977049291838798,349.4663935185185,21.8,35.0,0.9002,9,3,5
2004-05-27 10:00:00,1.9259783420339143,182.37115428090416,25.6,28.0,0.9088,10,3,5
2004-05-27 11:00:00,1.713652811648899,161.73779141229144,26.4,23.1,0.7853,11,3,5
2004-05-27 12:00:00,1.9284654640240069,204.77205176767671,27.1,24.2,0.856,12,3,5
2004-05-27 13:00:00,1.902645886248403,204.16657804232796,27.5,20.9,0.7565,13,3,5
2004-05-27 14:00:00,1.9248092287617458,192.4824373496873,29.5,19.7,0.8015,14,3,5
2004-05-27 15:00:00,1.9457364812452014,205.46080158730152,30.6,18.6,0.8014,15,3,5
2004-05-27 16:00:00,1.9233567624460768,204.6114373496873,31.3,15.8,0.7106,16,3,5
2004-05-27 17:00:00,2.5221241069714657,307.93644486531986,29.4,21.0,0.8452,17,3,5
2004-05-27 18:00:00,2.953269581466295,350.69836044973533,27.0,23.5,0.8256,18,3,5
2004-05-27 19:00:00,2.5086042550600274,301.52473677248673,25.8,26.7,0.8758,19,3,5
2004-05-27 20:00:00,2.3058501921857895,262.6698855820105,23.7,28.4,0.8225,20,3,5
2004-05-27 21:00:00,2.033379030168958,227.51310582010575,21.3,33.0,0.8284,21,3,5
2004-05-27 22:00:00,1.9983320201008132,200.31957557720057,20.5,35.3,0.8435,22,3,5
2004-05-27 23:00:00,2.004180934135758,185.75542147667142,19.4,38.1,0.8511,23,3,5
2004-05-28 00:00:00,1.6580657198427726,153.47917460317473,19.4,40.7,0.9045,0,4,5
2004-05-28 01:00:00,1.2325657115769284,120.08118584656079,17.8,44.9,0.903,1,4,5
2004-05-28 02:00:00,1.3473362970754348,122.670455026455,16.6,49.7,0.9295,2,4,5
2004-05-28 03:00:00,0.632474470541018,58.21919047619049,16.5,48.6,0.9028,3,4,5
2004-05-28 04:00:00,0.4684393701293243,47.78199903799907,15.2,53.6,0.919,4,4,5
2004-05-28 05:00:00,0.4734922022236148,53.20791335978838,15.5,51.7,0.9019,5,4,5
2004-05-28 06:00:00,1.7623677601420495,155.80088359788363,14.9,54.8,0.9247,6,4,5
2004-05-28 07:00:00,2.6832346222351715,298.5539140211639,16.3,51.3,0.9416,7,4,5
2004-05-28 08:00:00,2.6500671416546417,319.51016534391533,18.4,45.7,0.9559,8,4,5
2004-05-28 09:00:00,2.433447091035327,308.19088955026456,20.8,43.6,1.0614,9,4,5
2004-05-28 10:00:00,1.9398983506018763,199.83920785233275,24.3,35.1,1.0477,10,4,5
2004-05-28 11:00:00,1.9393634441921301,193.49650811688306,26.4,29.3,0.9889,11,4,5
2004-05-28 12:00:00,1.934959182248335,225.90073653198647,28.3,25.0,0.9495,12,4,5
2004-05-28 13:00:00,1.9080324185411948,207.29874999999996,28.9,23.7,0.9285,13,4,5
2004-05-28 14:00:00,1.9563336126002608,223.65316732804237,28.5,25.8,0.9931,14,4,5
2004-05-28 15:00:00,1.7,196.9696025132275,29.6,18.9,0.7692,15,4,5
2004-05-28 16:00:00,1.7,196.8817645502645,28.0,23.2,0.8613,16,4,5
2004-05-28 17:00:00,2.1,235.49148082010583,23.6,41.0,1.1786,17,4,5
2004-05-28 18:00:00,2.2,234.2983465608466,21.5,48.1,1.2148,18,4,5
2004-05-28 19:00:00,1.8,204.0518903920153,22.1,44.1,1.1573,19,4,5
2004-05-28 20:00:00,1.8,180.96551142376128,20.2,47.2,1.1043,20,4,5
2004-05-28 21:00:00,0.9,137.0748260582011,20.0,47.6,1.103,21,4,5
2004-05-28 22:00:00,1.0,137.83586772486774,19.8,46.8,1.0697,22,4,5
2004-05-28 23:00:00,2.0,211.6151147787399,19.6,47.0,1.0606,23,4,5
2004-05-29 00:00:00,1.8,164.4010563973064,19.3,46.3,1.0279,0,5,5
2004-05-29 01:00:00,1.1,111.34014748677248,18.5,48.7,1.0286,1,5,5
2004-05-29 02:00:00,0.6,79.26421494708993,18.0,51.4,1.0504,2,5,5
2004-05-29 03:00:00,0.3,52.78616666666669,17.9,50.8,1.0355,3,5,5
2004-05-29 04:00:00,0.7363137108577031,75.66684589947089,17.7,51.9,1.0379,4,5,5
2004-05-29 05:00:00,0.3054113547435459,38.856942340067334,17.7,49.7,0.997,5,5,5
2004-05-29 06:00:00,0.1,47.58727843915344,17.9,46.1,0.9383,6,5,5
2004-05-29 07:00:00,0.5,71.69634986772483,18.4,43.9,0.9192,7,5,5
2004-05-29 08:00:00,0.6,70.46802314814809,18.9,42.1,0.9081,8,5,5
2004-05-29 09:00:00,0.5,73.16134060846557,19.2,39.7,0.8728,9,5,5
2004-05-29 10:00:00,0.7,74.55571560846555,20.8,36.6,0.8878,10,5,5
2004-05-29 11:00:00,0.7,76.69862367724863,21.3,35.8,0.8975,11,5,5
2004-05-29 12:00:00,0.9,108.3384075276575,21.8,34.9,0.9004,12,5,5
2004-05-29 13:00:00,0.7,87.49592195767197,22.8,31.4,0.8615,13,5,5
2004-05-29 14:00:00,0.4,59.74499603174601,22.9,31.3,0.862,14,5,5
2004-05-29 15:00:00,0.5,75.29022619047618,22.9,30.7,0.8461,15,5,5
2004-05-29 16:00:00,0.6,93.02753902116395,23.8,29.2,0.8499,16,5,5
2004-05-29 17:00:00,0.6,111.2527645502645,23.2,30.2,0.8442,17,5,5
2004-05-29 18:00:00,0.8,113.45683928571424,22.4,31.3,0.8365,18,5,5
2004-05-29 19:00:00,1.0,120.68026851851855,21.7,32.2,0.825,19,5,5
2004-05-29 20:00:00,1.2,136.20454640267144,20.8,33.2,0.8061,20,5,5
2004-05-29 21:00:00,1.0,111.57468121693118,20.1,35.0,0.8149,21,5,5
2004-05-29 22:00:00,1.3,147.7030675666925,19.5,36.9,0.8258,22,5,5
2004-05-29 23:00:00,2.7,324.7880806878305,19.0,38.2,0.8327,23,5,5
2004-05-30 00:00:00,2.7,327.96662277537274,18.5,39.4,0.832,0,6,5
2004-05-30 01:00:00,1.6,138.15726719576716,17.8,41.7,0.844,1,6,5
2004-05-30 02:00:00,0.6,106.639367063492,19.2,42.0,0.9248,2,6,5
2004-05-30 03:00:00,0.3,105.27500925925925,17.8,44.8,0.9048,3,6,5
2004-05-30 04:00:00,0.6452915362608018,90.65678769841264,17.0,47.7,0.9185,4,6,5
2004-05-30 05:00:00,0.1,51.415257936507956,17.2,47.2,0.9178,5,6,5
2004-05-30 06:00:00,0.1,49.1026011904762,17.3,47.6,0.9295,6,6,5
2004-05-30 07:00:00,0.2,54.66583134920637,18.6,44.2,0.9385,7,6,5
2004-05-30 08:00:00,0.3,52.16039087301588,20.2,37.8,0.8837,8,6,5
2004-05-30 09:00:00,0.3,51.27014682539684,22.0,31.9,0.8335,9,6,5
2004-05-30 10:00:00,0.4,58.51257142857144,25.5,25.9,0.8339,10,6,5
2004-05-30 11:00:00,0.3,58.44295238095238,27.5,22.8,0.8249,11,6,5
2004-05-30 12:00:00,0.3,76.4822658730158,28.7,20.7,0.8024,12,6,5
2004-05-30 13:00:00,0.1,51.97377014189512,29.1,19.6,0.7771,13,6,5
2004-05-30 14:00:00,0.1,54.31044642857142,29.8,18.4,0.7595,14,6,5
2004-05-30 15:00:00,0.2,77.66391269841264,32.0,15.0,0.7028,15,6,5
2004-05-30 16:00:00,0.6,110.67995105820101,30.3,17.0,0.7232,16,6,5
2004-05-30 17:00:00,0.5,98.38698809523807,31.7,16.2,0.745,17,6,5
2004-05-30 18:00:00,0.9,128.27833226495733,29.2,19.6,0.7817,18,6,5
2004-05-30 19:00:00,1.1,128.9750958994708,27.4,23.8,0.858,19,6,5
2004-05-30 20:00:00,1.3,157.46131631794125,25.0,26.9,0.8408,20,6,5
2004-05-30 21:00:00,1.5,166.1598242544492,23.6,30.1,0.8663,21,6,5
2004-05-30 22:00:00,1.2,148.19194006919,22.3,33.6,0.8913,22,6,5
2004-05-30 23:00:00,0.4,91.80776190476185,21.4,36.9,0.9271,23,6,5
2004-05-31 00:00:00,0.2,80.38463359788354,20.6,39.9,0.9597,0,0,5
2004-05-31 01:00:00,0.3,83.82585119047616,19.7,43.2,0.9812,1,0,5
2004-05-31 02:00:00,0.3947708304745376,41.08372685185184,19.7,42.4,0.9636,2,0,5
2004-05-31 03:00:00,0.2962829555034979,36.31418638768638,18.9,45.0,0.9703,3,0,5
2004-05-31 04:00:00,0.28381833471755696,34.94183862433861,18.7,45.4,0.9694,4,0,5
2004-05-31 05:00:00,0.3954201387074639,39.357879930254924,16.4,52.4,0.9709,5,0,5
2004-05-31 06:00:00,0.5,114.25826322751321,16.6,52.1,0.9785,6,0,5
2004-05-31 07:00:00,1.6,231.21570436507923,17.4,50.9,1.0017,7,0,5
2004-05-31 08:00:00,3.6,544.9092738095237,19.3,46.0,1.0185,8,0,5
2004-05-31 09:00:00,2.2,292.9930919312168,20.9,43.6,1.0683,9,0,5
2004-05-31 10:00:00,1.6,226.89843169793167,25.6,33.3,1.0773,10,0,5
2004-05-31 11:00:00,1.4,198.22694775132277,28.9,26.0,1.0188,11,0,5
2004-05-31 12:00:00,1.4,207.13647997835497,30.3,22.8,0.9695,12,0,5
2004-05-31 13:00:00,1.5,219.96278685666178,30.9,24.4,1.0724,13,0,5
2004-05-31 14:00:00,1.3,215.11807653920152,30.5,26.2,1.1278,14,0,5
2004-05-31 15:00:00,1.2,191.50201719576714,30.7,23.4,1.015,15,0,5
2004-05-31 16:00:00,1.8,245.54694221981708,28.1,29.8,1.1132,16,0,5
2004-05-31 17:00:00,3.0,470.9636157407406,26.9,32.2,1.1267,17,0,5
2004-05-31 18:00:00,3.5,550.0943948412703,26.0,34.6,1.1485,18,0,5
2004-05-31 19:00:00,2.4,306.47875330687805,24.5,37.7,1.1454,19,0,5
2004-05-31 20:00:00,1.1,153.37698298460796,21.7,46.9,1.2044,20,0,5
2004-05-31 21:00:00,0.8,134.26240939153442,19.3,68.8,1.519,21,0,5
2004-05-31 22:00:00,0.4,81.58958923483928,17.6,81.6,1.6296,22,0,5
2004-05-31 23:00:00,0.6,125.96242791005287,17.8,80.3,1.6212,23,0,5
2004-06-01 00:00:00,0.3,71.96301653439153,18.6,75.7,1.6074,0,1,6
2004-06-01 01:00:00,0.5696516875635284,53.84392526455029,19.6,68.4,1.5443,1,1,6
2004-06-01 02:00:00,0.47625657198683513,46.3660310846561,18.0,76.4,1.5608,2,1,6
2004-06-01 03:00:00,0.3623433980215249,34.10924007936507,17.3,77.2,1.5104,3,1,6
2004-06-01 04:00:00,0.3720089212985158,38.046191798941784,16.5,82.3,1.5318,4,1,6
2004-06-01 05:00:00,0.1,53.84454034391536,16.8,81.3,1.5452,5,1,6
2004-06-01 06:00:00,0.3,115.57789682539685,17.3,78.6,1.5412,6,1,6
2004-06-01 07:00:00,1.4,182.06281481481477,16.9,80.9,1.5472,7,1,6
2004-06-01 08:00:00,2.7,288.1734702380952,17.1,79.8,1.542,8,1,6
2004-06-01 09:00:00,2.3,230.20277314814822,18.5,70.3,1.4826,9,1,6
2004-06-01 10:00:00,1.8,189.46660052910048,19.6,66.7,1.5023,10,1,6
2004-06-01 11:00:00,1.6,187.60822222222228,20.4,63.1,1.4969,11,1,6
2004-06-01 12:00:00,1.9,238.86354960317462,21.6,61.8,1.5775,12,1,6
2004-06-01 13:00:00,2.5,257.69070875420863,24.0,49.3,1.4509,13,1,6
2004-06-01 14:00:00,1.6,216.3030348725348,25.7,43.8,1.4262,14,1,6
2004-06-01 15:00:00,1.5,195.02969775132274,24.6,47.5,1.4487,15,1,6
2004-06-01 16:00:00,2.5,295.7455906084656,24.8,47.4,1.4628,16,1,6
2004-06-01 17:00:00,3.6,489.0327175925925,23.7,50.5,1.4636,17,1,6
2004-06-01 18:00:00,3.5,441.0047731481479,23.0,53.8,1.4968,18,1,6
2004-06-01 19:00:00,4.8,707.3699879148628,21.5,65.8,1.6688,19,1,6
2004-06-01 20:00:00,3.7,475.6572890211641,21.0,66.9,1.6436,20,1,6
2004-06-01 21:00:00,2.1,227.94861243386242,20.6,68.1,1.6329,21,1,6
2004-06-01 22:00:00,1.6,183.64447372534872,20.5,66.9,1.5914,22,1,6
2004-06-01 23:00:00,2.2,214.1516441798942,20.2,65.2,1.5251,23,1,6
